State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
New Hampshire,102752,45667,56542,26305,64223,11848,91005,3629,259,3484,41,783,3268,8157,84923,11458,21784,16546,10361,94104,8089,25627,77030,4764,29147,33491
New Jersey,905614,393729,510056,288565,504097,111026,474505,209159,3524,56400,824,124636,32012,330832,297472,140016,185486,109728,83166,662027,242104,154935,747805,59648,172210,301664
New Mexico,410171,189391,221213,136837,232018,41027,267996,9430,64658,2995,204,51628,13236,237869,94559,67667,67937,62322,24488,361512,49434,76974,332736,29778,82600,133694
New York,2789913,1229329,1568681,837836,1617150,341958,1318179,638099,17930,256953,1858,455695,115004,855032,1025883,511033,514134,348488,248121,2062128,735757,530003,2262569,165752,547379,997848
North Carolina,1521719,669135,857096,496953,883341,140797,826399,492675,29543,32761,1244,89366,54332,260896,665813,240350,262941,225259,85683,1372988,152999,294516,1229365,107085,339548,485610
North Dakota,79278,36906,42544,20803,48917,9452,54557,5108,13326,2079,110,956,3430,4656,51414,7741,13781,12990,5168,73340,5769,14629,64398,5819,25921,19036
Ohio,1641268,729440,915298,534870,962371,147750,1064041,429255,5972,33960,1052,28932,84692,108414,997990,208953,345045,245401,83342,1556594,91694,364462,1283026,97029,403018,514952
Oklahoma,608321,270991,336359,206795,350541,49098,373028,76021,60372,12343,1015,26434,59903,98505,312276,78807,118819,86280,27691,561007,45514,130764,477005,48397,131545,189818
Oregon,564641,259028,306112,153087,357391,53775,443767,21292,11002,24988,3491,26068,36064,114391,366155,64087,95386,109685,51386,497281,69384,123851,441225,35651,158760,179261
Pennsylvania,1584659,699934,882127,475785,927315,174195,1005156,360931,6228,59045,858,81098,68920,256307,869436,205178,368265,196812,109253,1441920,140235,372183,1201877,87316,355026,534347
Rhode Island,133100,58302,74638,37474,79088,16547,88929,14141,1845,5295,115,15115,7252,41838,66487,21736,25957,18231,10648,109366,23987,32717,100529,6131,29759,47013
South Carolina,770245,333722,436890,255614,441514,74663,373926,331480,4145,9825,482,25042,26387,74323,329785,121609,150466,104243,37850,723505,45568,153533,616976,55648,159511,249191
South Dakota,113549,51259,61800,37047,64051,11985,64418,4069,35427,2432,73,1360,5162,7061,61367,12311,21337,16243,6091,107170,6146,21533,91634,8535,29423,29537
Tennessee,1044695,463153,580827,344024,607340,95563,682239,284181,3578,12033,1233,28951,31676,98024,621330,163692,222686,127830,50423,979379,67151,236428,809006,71950,217132,347955
Texas,4226028,1880903,2337214,1586270,2268149,348100,2944866,654766,23603,135652,3733,350678,108698,2370638,1005016,745236,613343,476819,218260,3297950,907143,650344,3561629,370142,825486,1230946
Utah,308790,142895,167306,104384,184515,20230,236025,8575,9376,9772,3132,31893,11180,77067,195868,26913,40094,45498,24797,269002,41499,43773,265048,23309,92420,78611
Vermont,67237,30392,36632,16321,42308,8373,60761,1662,359,1497,14,274,2290,1692,59931,7396,14640,9768,7349,63586,3683,17066,49693,3965,19536,20890
Virginia,889670,390115,505942,266713,537504,91475,490274,286269,2989,38624,389,34605,38590,110279,427925,130077,159671,123525,69683,778032,114710,170582,720850,58416,215680,287950
Washington,823596,378122,442126,234676,504104,81113,550796,55965,22347,60447,7934,64209,58350,175394,460873,94882,133066,156465,73752,682734,139511,172211,646365,44843,214922,271936
West Virginia,316217,141549,173327,88018,195992,31576,284282,17460,669,2569,21,2464,8201,5789,279506,49724,80400,40919,12229,309512,5485,83386,232291,16262,61443,126578
Wisconsin,669757,298324,369218,201066,398633,68193,454069,114848,12414,27346,409,29254,28377,85670,409578,71060,127158,101402,41603,620137,47693,132114,535474,45677,193597,179271
Wyoming,63042,28013,35174,17322,39233,6749,54626,629,3234,848,24,2115,2041,11725,45975,5711,11707,11723,3857,59201,3978,12136,51140,6148,18650,16212
