State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Nevada,424732,199070,225619,145951,248401,29711,261962,57619,7890,21904,4220,51793,17866,167824,155218,63241,70960,64060,24073,334325,89456,62678,360341,25839,94536,141139
New Hampshire,114000,50616,62876,31490,70804,10982,102286,2733,362,3270,16,1561,3591,7665,96406,12413,23859,18205,9407,105226,7997,25371,87919,5452,31798,37305
New Jersey,930854,409868,523473,310133,531157,95580,479466,232446,4249,52283,323,130128,35722,331502,307701,147815,185637,107378,74536,701547,236054,151462,780255,54690,179225,327606
New Mexico,426271,197404,229293,148454,242679,35394,269117,10095,65786,3660,219,63962,13990,247144,97370,70947,65825,61381,21908,367852,59092,72722,353398,31259,87979,136771
New York,2976898,1308976,1667107,929034,1747889,302774,1402806,693175,19469,274466,1259,474334,114904,902405,1093257,541314,523235,346114,232347,2184957,786141,512009,2459010,179560,582554,1079396
North Carolina,1671461,740425,925727,563375,979869,129179,889264,555262,33309,30327,1238,102936,58133,277840,732438,282871,266722,230716,77287,1499044,170230,309774,1354447,102684,386090,540334
North Dakota,80910,35892,44863,22554,48527,9683,57078,3491,14438,1943,75,679,2891,4141,54968,7888,12728,12599,4360,75930,5069,14220,66487,6185,26727,17930
Ohio,1787718,799468,992044,607134,1053983,130816,1192523,459568,5843,26134,541,27362,79731,106560,1126636,237686,346084,249079,79314,1704242,86862,370509,1417760,94828,431350,585083
Oklahoma,625979,280252,346694,219111,360054,47896,384214,78830,60068,10318,1178,24380,65297,97471,327512,85989,115709,86141,25297,580033,47215,131310,494691,45339,138061,194412
Oregon,638587,299399,339651,186248,404710,46915,495315,24329,13191,24555,5066,44961,31789,131629,419356,75588,100714,120953,48903,554594,84939,125408,514332,33215,188361,201701
Pennsylvania,1666755,738333,932513,517860,991666,158907,1066673,380296,6130,58603,721,89918,65499,246637,954934,229888,373526,191899,95551,1529169,133301,367416,1302780,79057,373387,591431
Rhode Island,143818,63237,80479,43103,86720,14061,92451,17889,1990,4927,104,19697,6527,45943,72312,24281,25370,18329,8692,118528,25751,29884,114287,6461,33497,51259
South Carolina,839388,366887,472955,286384,486366,67795,408829,372244,4266,8040,540,23547,22075,74126,365583,141718,152413,104906,34254,794577,46412,157174,681234,51298,182685,279226
South Dakota,114406,52925,61455,37244,64984,12386,69735,3797,32743,1816,50,1268,5322,6429,66292,12487,19819,16706,6495,108703,5366,20942,93178,8762,32064,27442
Tennessee,1119715,500213,622167,378695,652785,89028,733270,301888,3965,12292,920,34913,33154,103327,672295,188671,223568,130907,44213,1048303,73556,244963,876361,65915,244586,377667
Texas,4509779,2019059,2484141,1746997,2450300,309732,3073269,712472,27593,124384,3746,435716,112890,2550417,1051120,855839,603994,472526,186020,3505013,995570,674718,3817409,375842,938450,1289649
Utah,359820,167602,190764,130648,211677,17121,274953,7522,10017,11363,6279,35022,12894,98108,217873,34762,42522,53092,23085,303833,54100,45311,313615,26388,106088,90962
Vermont,72201,32521,39477,19085,46106,6943,66496,1433,505,1099,16,282,2202,1438,65690,8455,14783,10277,6543,69184,3092,17626,54475,4268,21795,22201
Virginia,913023,398305,517182,279194,557437,78654,507853,301780,3092,38813,546,30112,33961,105892,437707,143822,155429,116045,62692,805391,109504,168211,747879,56162,227128,300231
Washington,913302,420540,496528,282607,560942,71112,619712,61209,25706,63265,7748,77529,58881,211944,507613,116256,138508,160092,64288,749316,164011,175641,742015,46286,243811,302231
West Virginia,325694,146635,179549,94815,203315,28467,292688,16731,998,2693,150,1204,11318,5197,290035,57674,76588,37892,11140,321102,5581,87363,238839,17044,64425,130206
Wisconsin,740954,333520,405320,238922,439111,61185,508900,129917,13740,26279,192,27160,30569,97014,452851,82646,134331,104817,37844,684749,51802,134999,605863,44489,215055,200295
Wyoming,65098,28793,36446,20550,40001,4592,53653,1076,3713,1181,18,2639,2891,11369,46757,5624,11192,10511,3909,60733,4429,10731,54580,5572,21056,15169
