State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Minnesota,5155949,2557236,2598713,1262815,3251721,641413,4459046,253406,54191,203691,2088,70195,113332,237023,4310061,280140,939566,1116278,1103935,4787911,368038,-,-,1760835,1124778,514993
Mississippi,2860440,1374069,1486371,744133,1755268,361039,1720469,1049799,13488,24891,557,20958,30278,70914,1677516,351837,563733,560068,369233,2798781,61659,-,-,844120,461212,536229
Missouri,5777117,2815216,2961901,1394927,3594556,787634,4822152,654753,21535,89889,5491,58936,124361,199949,4698557,492514,1233432,1138008,996328,5555236,221881,-,-,1877987,1099103,782714
Montana,958682,478999,479683,218931,601115,138636,861919,3984,59102,5731,571,5263,22112,26996,844622,54982,199279,212860,186105,939735,18947,-,-,298474,215650,113698
Nebraska,1758705,871063,887642,445315,1081628,231762,1555388,75325,15074,29669,1121,43945,38183,154497,1456332,108203,334124,385081,324990,1651757,106948,-,-,637802,335403,158705
Nevada,2634630,1323303,1311327,652030,1670927,311673,1935944,206975,28633,189126,16112,163673,94167,689331,1447488,272405,507124,575237,389860,2124357,510273,-,-,862509,484418,398026
New Hampshire,1275969,630998,644971,286345,822083,167541,1205140,13303,2530,26703,288,9538,18467,34822,1181127,76088,260976,255401,296351,1208871,67098,-,-,453117,267852,139068
New Jersey,8577556,4159881,4417675,2045903,5398466,1133187,5993720,1128727,19998,705933,1959,538839,188380,1487862,5154093,700851,1714030,1358567,2064835,6789834,1787722,-,-,2884472,1539787,1221661
New Mexico,1994808,976633,1018175,506867,1226767,261174,1439713,37954,183672,26739,1105,245703,59922,915122,818278,214980,344620,401526,333887,1799534,195274,-,-,594489,361277,329331
New York,18787162,9058781,9728381,4281841,12015606,2489715,12447953,2901295,65396,1383969,6347,1557259,424943,3282749,11039408,1916505,3530874,3136394,4202846,14629784,4157378,-,-,6148248,3361417,3037218
North Carolina,9162147,4431994,4730153,2232050,5767343,1162754,6408601,1935925,106000,197435,4429,329571,180186,747738,6039246,952946,1690861,1835235,1645394,8472551,689596,-,-,2897439,1705154,1416291
North Dakota,643465,324385,319080,146254,406689,90522,582234,6595,34151,6247,340,3474,10424,12443,574923,40206,116564,154865,115090,627892,15573,-,-,236540,136485,51020
Ohio,11213528,5451237,5762291,2699622,6977391,1536515,9362740,1329874,20331,185506,2035,91415,221627,333626,9155080,886157,2659792,2123564,1871934,10773290,440238,-,-,3496228,2186480,1619553
Oklahoma,3600116,1766287,1833829,904990,2214798,480328,2668944,252027,251022,61837,4151,93864,268271,308731,2497807,323236,749324,728823,551401,3405809,194307,-,-,1163579,627067,526348
Oregon,3727420,1836695,1890725,848403,2366284,512733,3187431,64289,55341,136765,13111,140046,130437,427756,2942944,279773,638021,884727,744517,3359106,368314,-,-,1082002,841942,542782
Pennsylvania,12246520,5942567,6303953,2757475,7626743,1862302,10175765,1275717,17196,329095,2513,240768,205466,662044,9823816,987215,3155292,2011562,2283438,11543267,703253,-,-,3938904,2307540,1726919
Rhode Island,1012044,488266,523778,223262,646193,142589,831102,58791,4396,29347,436,64551,23421,123727,780151,105932,191986,182015,215233,879917,132127,-,-,326820,209162,137944
South Carolina,4433220,2138892,2294328,1058864,2775249,599107,2995034,1227851,14394,54679,1802,70751,68709,214207,2863929,474678,918294,851375,729129,4219179,214041,-,-,1374807,778639,743207
South Dakota,779002,389065,389937,196051,473801,109150,674344,8586,65779,7307,172,6446,16368,20286,664134,50232,163516,164345,134517,760083,18919,-,-,281792,146125,68357
Tennessee,6139176,2978272,3160904,1466924,3864518,807734,4844452,1002779,14836,88464,3054,87160,98431,270686,4678088,676228,1373163,1118995,964363,5859549,279627,-,-,1915018,1126446,993616
Texas,24173125,11886627,12286498,6690026,15023259,2459840,17699787,2782342,120664,928236,19121,2113084,509891,9035286,11085489,2903630,3846925,4359255,4003974,20223363,3949762,-,-,7968501,4113910,3680546
Utah,2670588,1337573,1333015,841134,1590671,238783,2389292,27485,29570,53973,24705,86755,58808,336479,2159775,142237,370929,557934,454672,2449900,220688,-,-,792607,561268,319879
Vermont,600321,295268,305053,127280,386904,86137,574224,4841,1722,6989,58,2039,10448,8886,567969,37223,133653,108506,144541,576959,23362,-,-,204775,136482,62483
Virginia,7681393,3736709,3944684,1817407,4935872,928114,5379697,1468087,24342,422299,4981,189225,192762,588949,5030916,673299,1318789,1385344,1804613,6824546,856847,-,-,2764846,1353620,1027640
Washington,6519490,3235773,3283717,1541265,4190690,787535,5159108,222532,90775,463863,36379,262560,284273,710202,4772238,442670,1038495,1515304,1386350,5674503,844987,-,-,2045770,1395492,933466
West Virginia,1794220,878725,915495,379006,1129930,285284,1695307,50504,2749,11159,437,3743,30321,19725,1680779,215858,518186,303512,225482,1771915,22305,-,-,519559,296939,358938
Wisconsin,5512715,2726765,2785950,1315376,3461526,735813,4823104,330875,46330,122474,1435,91437,97060,314991,4624523,363954,1242446,1122849,977072,5254833,257882,-,-,1853689,1176223,591368
Wyoming,541296,274651,266645,130902,344493,65901,495311,3815,12320,3854,158,11657,14181,45111,468130,28536,108715,134271,87971,524414,16882,-,-,195640,111409,51769
