State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Kentucky,757683,335218,419847,251189,437881,66795,611853,100657,2148,6099,489,13287,21727,37687,593240,158724,137664,81947,21897,729731,28915,-,-,37691,166123,257805
Louisiana,801515,333017,467658,288196,445457,66979,319519,437688,7264,10949,421,9861,16328,35257,298598,145164,143330,77618,26143,772179,28539,-,-,54452,167028,251965
Maine,165537,72690,92563,46124,101038,18043,148347,5940,2255,1618,81,1265,5131,4768,145802,22454,39284,22853,9831,157566,7221,-,-,7476,45898,52957
Maryland,503748,215400,284660,153518,298072,52341,209413,225080,2222,22783,266,26663,16018,56187,185911,83087,90231,58774,37137,425116,78933,-,-,26681,125185,162940
Massachusetts,672889,289297,385970,189704,403328,79067,424969,87133,2788,45667,304,83670,29854,175774,348479,112027,117710,80423,62910,540713,132782,-,-,23092,170506,233226
Michigan,1522462,682118,833327,510107,902193,105485,933929,442273,13140,33250,586,36486,56681,117231,865914,197864,273574,218623,64464,1403303,111707,-,-,72534,385572,499659
Minnesota,567154,258281,309247,176794,334927,53237,379019,88439,20809,35035,380,16075,23686,58308,344805,69475,95836,80372,32014,488367,76920,-,-,31695,176590,145743
Mississippi,617855,266569,352270,229937,335256,52351,220220,374778,3439,4381,90,6686,7327,19714,209690,115051,99217,70569,17354,604537,13195,-,-,41362,113458,202695
Missouri,826128,365978,462057,278985,478076,70099,583480,181367,4802,13483,939,15500,30468,50187,549731,124606,148012,104697,37860,783288,43045,-,-,50706,214325,241076
Montana,139968,65144,74831,42473,85358,12061,109464,1367,21454,1083,119,1263,5329,6695,105578,13196,25308,22137,9119,136262,3638,-,-,10148,43561,36042
Nebraska,211045,93204,118944,71696,121142,18773,157094,24255,5743,4213,569,10239,9049,37543,133983,23480,33412,30806,10075,188300,24063,-,-,17221,65068,45548
Nevada,339867,156150,184897,119974,197169,24310,228441,44293,5870,15887,2916,31262,12807,136488,128826,53664,53755,48320,18323,263420,78582,-,-,19838,80413,107865
New Hampshire,102078,44801,56757,28348,62478,11058,90386,3126,400,2510,19,2251,2419,6059,87403,12555,20878,15579,7409,94292,7515,-,-,4531,30267,30873
New Jersey,806290,345270,459438,268013,448073,87255,407573,206557,3360,48003,261,112079,27315,269303,273167,137367,157691,85590,59880,611085,194862,-,-,46152,153979,278539
New Mexico,379014,173841,204653,136854,208550,32386,236113,8540,57673,3396,248,59706,12284,220544,87556,68149,56173,47380,17362,322117,55848,-,-,28535,80926,112631
New York,2724138,1186700,1537084,869214,1562029,286317,1307035,644087,15957,229739,1162,432918,89663,817405,1026665,517456,466075,291685,197534,2033540,690125,-,-,159854,551272,953686
North Carolina,1475106,642639,827777,504443,847799,119764,756215,505276,29574,25469,443,113702,43064,235537,652239,269684,235030,183524,59234,1313245,158607,-,-,89821,361493,444715
North Dakota,79146,34385,44352,21061,46769,11044,58223,2038,14207,1393,59,479,2241,2700,56917,8845,12123,11770,3913,75347,3473,-,-,5204,27979,15561
Ohio,1659602,730466,921967,572320,955903,124458,1104803,429549,5672,22446,303,27699,63829,95417,1052834,229515,316515,210233,69262,1572900,77042,-,-,83909,413245,515018
Oklahoma,586819,261410,324588,207243,332220,46111,360307,74348,55476,8966,1536,25813,59556,87680,312226,84688,106404,74340,21505,541524,43913,-,-,44216,139836,167379
Oregon,551658,253464,296844,166287,343111,41531,427116,19672,15883,20241,4117,38793,25305,113355,364925,67985,86133,95551,39459,473634,76241,-,-,30296,165863,163377
Pennsylvania,1543062,671510,876249,488073,899956,156433,997225,361028,3989,48706,608,87158,53421,209206,903791,228047,337616,160925,77637,1442908,111114,-,-,74839,359976,519803
Rhode Island,129542,56639,72805,39964,76251,13546,80617,15403,1306,5576,163,21366,5012,37118,67873,24258,21502,13651,7964,105590,23519,-,-,5229,30538,44418
South Carolina,753647,325112,429039,258363,430164,65303,353414,352393,3742,4812,332,21862,17177,63834,315032,141929,136826,81732,26249,708822,43450,-,-,45369,166629,242285
South Dakota,107502,49022,58491,34897,60173,12443,66760,2782,31771,1045,0,1064,3994,4625,64421,13261,17987,14298,5650,104131,3405,-,-,7608,31563,23993
Tennessee,1037521,452697,581606,352062,595136,88043,678223,290806,4258,10173,394,29460,24608,87161,626864,195430,199109,108543,35681,972685,65153,-,-,59366,238807,331868
Texas,4109431,1830541,2285289,1625676,2208419,280422,2690368,656633,24495,109532,3193,538836,87701,2340139,964438,818824,538570,387974,152151,3195291,928194,-,-,342646,884491,1133608
Utah,304447,139108,165294,109347,179746,15282,243708,6459,9374,9499,4768,20474,9527,75708,192220,30154,37464,42403,17732,259689,44579,-,-,20608,97099,71333
Vermont,67836,30413,37216,17692,43720,6460,62016,1486,436,1265,5,398,2142,1617,61341,8264,13633,9115,5782,64619,3107,-,-,3891,22520,19120
Virginia,821909,347514,469417,256254,488651,75177,451895,277468,3359,34206,618,30087,23902,87164,397442,146779,133198,91433,46920,723402,93396,-,-,47002,216579,249717
Washington,814936,372114,446586,254309,498692,61428,557184,54520,23329,51953,6585,78768,45484,185363,462907,109782,118388,133347,54068,669591,148718,-,-,40915,230256,256703
West Virginia,313989,141475,172113,89824,194348,29384,284812,15555,756,1931,0,996,9400,4399,282371,62383,71510,31869,9019,308313,4193,-,-,17665,65327,120244
Wisconsin,661526,294491,364959,215722,387691,57393,463018,120108,13065,21066,217,21213,23586,74968,416207,80070,119275,84214,31266,614815,45129,-,-,42635,203487,165583
Wyoming,54671,24444,30664,17541,33416,4152,46559,977,2747,459,26,1702,2425,7398,42132,5279,9458,8728,2815,51917,3022,-,-,4891,17825,12062
,,,,,,,,,,,,,,,,,,,,,,-,-,,,
