State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Mississippi,22.3,20,24.4,32,19.8,14.6,13.6,36.1,28.4,16.9,34.5,33.7,25.4,30.2,13.2,33.8,18.5,13.3,4.8,22.3,23,28.2,21.2,5.1,25.6,38.9
Missouri,15,13.7,16.2,20.9,14.1,8.9,12.6,28.7,22.2,15.2,18.1,29,25.7,26.7,12.3,26.3,12.7,9.9,4.1,14.8,20,23,13.7,2.8,20.6,32.2
Montana,14.8,13.8,15.8,19.9,14.5,8.4,13,32.5,35.2,17.4,14.4,29.3,23.2,26.9,12.7,23.8,12.9,11.2,5,14.8,17.5,21.4,13.9,3.4,21,31.9
Nebraska,12.4,11,13.8,16.7,11.6,7.9,10.5,32.5,38.2,16,25.3,24.7,25,25.4,9.4,23.1,10.3,8.4,3.3,11.7,23.4,19.3,11.6,2.9,20.3,29.7
Nevada,14.2,13.2,15.3,20.3,13,8.2,13,23,22.1,9.1,21,21.5,14.8,21.9,9.7,21.9,12,9.3,5.2,13.6,17,18.2,13.8,2.7,18,28.9
New Hampshire,8.4,7.6,9.2,10.9,8,6.7,8,23.8,13,10.2,9.3,27.8,14.5,19.4,7.8,16.8,8.5,6.7,2.7,8.3,11.6,16.5,7.4,1,11.5,23.8
New Jersey,9.9,8.8,10.9,14,8.8,7.8,7.3,19,17.6,6.8,15.1,21.8,15.5,18.8,5.6,20.5,9.7,6.8,3.1,9.5,11.4,16.5,9.1,1.6,10.8,23.4
New Mexico,19.5,18.4,20.6,27.7,17.7,12.2,16.7,26.1,33.1,13.3,17,26,20,24.5,11,32.1,17.2,12.8,5.3,18.6,28.4,24.2,18.8,4.8,23.4,35.3
New York,14.9,13.6,16.1,21,13.5,11.4,10.9,22.6,25.7,17.3,15.6,28.4,21.8,25.3,9.5,27.7,13.7,9.7,4.9,14.2,17.2,24.1,13.8,2.7,17.1,32
North Carolina,16.8,15.3,18.2,23.8,15.5,10.2,12.5,26.8,30,12.9,14.1,37.3,24.8,33.3,11.3,29.8,14.5,10.7,3.8,16.2,23.9,23.6,15.9,3.3,22.2,32.5
North Dakota,12.1,10.4,13.8,14.8,11.2,11.7,9.9,35.4,40,22,19.3,15.7,18.3,21.8,9.7,22.3,10.5,7.6,3.4,11.8,24.5,19.9,11.2,2.3,20.1,30.8
Ohio,15.4,14,16.6,22.2,14.4,8.1,12.3,33.1,28.1,12.8,16.7,31.1,30,29.3,12,27.1,12.5,10.5,3.8,15.3,17.9,23.9,14.1,2.5,19.9,32.7
Oklahoma,16.6,15.1,18,23.5,15.3,9.6,13.8,30.2,22.4,14.9,36.1,27.3,22.7,28.4,12.7,26.4,14.6,10.7,4.1,16.2,22.5,22.7,15.5,3.8,23,32.5
Oregon,15.5,14.7,16.4,20.6,15.4,8,14.1,33,28.8,14.5,32.7,29.7,19.8,27.2,13.1,26,14.1,11.7,5.5,14.9,21,22.1,14.5,2.9,21,31.3
Pennsylvania,13.1,11.8,14.3,18.4,12.3,8.4,10.1,28.7,26,15.3,20.4,37,26.5,32,9.5,23.9,11.1,8.5,3.6,12.8,16.6,21.8,11.7,2,16.3,30.8
Rhode Island,13.2,12.1,14.3,18.4,12.2,9.7,10.2,27.2,29,17.4,30.1,32.1,22.2,31.1,9,23.2,12,8.3,3.8,12.5,18,23.1,11.8,1.7,15,33.5
South Carolina,17.6,15.8,19.2,25.3,16.2,10.6,12.4,29,28.6,10.2,25.7,32.4,24.6,31.1,11.6,30.4,15.6,10.3,3.7,17.4,21.5,23.8,16.6,3.3,22.6,33.2
South Dakota,13.8,12.7,14.9,17.9,12.7,11.2,9.8,34.8,48,12.6,15.6,14.3,26.1,23.9,9.5,25.9,11.4,8.9,4.1,13.6,18.1,21.5,12.8,2.7,22.3,34.5
Tennessee,17.3,15.7,18.7,24.5,16,10.6,14.4,28.7,27.6,12.9,10.7,35.9,27,32.6,13.7,29.4,15,10.4,3.9,16.9,24.1,25.5,15.8,3.2,22.1,34
Texas,17.4,15.8,18.9,24.8,15,11.4,15.7,23.8,22,11.9,16.5,26.5,17.6,26.1,9,28.8,14.3,9.3,4,16.1,23.7,22.9,16.7,4.4,22.4,31.1
Utah,12.1,11.2,13,14,12,6.5,10.7,26.2,32,18.7,23.3,27.2,16.8,24.6,9.3,23.2,10.8,8.2,4.2,11.2,22.4,16.8,11.7,2.9,18.3,23.8
Vermont,11.6,10.7,12.4,14.4,11.5,7.7,11.1,28.7,26.2,16,8.9,13.1,19.7,14.1,11.1,23.4,10.3,8.5,4,11.5,12.9,22,9.9,2,17,31
Virginia,11.1,9.8,12.3,14.6,10.4,7.9,8.7,19.4,14.5,8.4,11.4,16.5,13.1,15.4,8.3,22.4,10.7,7.1,2.8,11,11.4,19,10.2,1.9,16.8,25.1
Washington,12.9,11.9,14,17.2,12.4,7.9,11.2,24.3,27.1,11.6,16.7,30.9,16.4,26.6,10.1,25.6,11.9,9.2,4.1,12.2,17.8,20.8,11.9,2.1,17.3,28
West Virginia,17.6,16.1,19,24.1,17.4,9.9,16.9,32.1,32.8,19,10.7,24.1,29.5,23.2,16.9,29.4,14.1,10.8,4.1,17.6,20.1,24.9,15.9,3.3,23,33.7
Wisconsin,12.5,11.3,13.6,17.2,11.8,7.6,10,37.5,27,17.2,10.1,26.2,25.2,25.5,9.3,23.1,10.1,8.1,3.2,12.2,18,20.3,11.5,2.3,18.2,28.8
Wyoming,11,9.7,12.5,14.7,10.6,6.3,10.3,25.7,25.6,11.9,16.6,13.5,17.9,16.8,9.9,18.7,9.4,7.3,3.6,10.8,17.5,16,10.4,2.8,18.1,24.4
