State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Iowa,374097,167657,206745,112742,227896,33748,303489,33137,2913,11534,400,8992,14482,40651,275198,37328,68695,57391,19003,345052,28786,69945,303755,26509,114131,96856
Kansas,382190,174069,208398,128950,224284,28542,288118,40207,4797,11216,389,15922,20861,79853,230079,41363,61675,55613,20186,339856,40757,70416,310877,28865,105447,100097
Kentucky,805748,360989,444022,259426,475946,70798,652137,102298,2518,8550,655,13501,26297,43925,626057,146122,158725,103494,28821,769662,37581,201398,602708,44972,165967,286974
Louisiana,890007,380234,508566,307724,504751,75750,360738,473956,6316,13866,421,11568,20658,48865,328605,150693,169007,104004,33348,850072,37600,173279,716166,64704,171446,297359
Maine,179798,80816,99321,47601,113477,19526,162392,6327,2481,2034,47,541,6846,4773,158164,20917,46403,28623,12378,170998,9660,50303,130193,8575,48850,60019
Maryland,578923,245587,329832,176689,343502,57538,237334,254681,2107,28183,214,32863,21535,73839,202975,85486,108351,78200,47033,484041,91804,106554,469628,31514,133044,196150
Massachusetts,750672,323069,426844,209509,451908,87126,464408,100745,2926,55691,345,86039,36291,200381,375868,114309,138100,97050,79767,595058,153834,165023,582435,28307,179802,268922
Michigan,1616260,733497,880382,518962,982148,116997,1005420,459790,12682,37894,358,30393,71654,123526,928784,198551,295609,252417,80283,1495887,123056,330100,1286384,86177,398988,548378
Minnesota,598404,273366,322719,182868,360935,54958,386751,102498,17668,38716,392,20069,28531,61998,351087,67583,102598,93969,39043,512871,83047,114027,482932,35020,185492,156369
Mississippi,650456,280916,370560,230500,365254,55014,244252,382178,3329,4047,93,8411,9784,25237,228841,110087,112326,87033,21095,636174,14980,131899,520114,43103,112478,232426
Missouri,914646,409115,507367,297293,543870,77190,641582,194316,5478,17708,1206,21023,34634,61148,604062,124518,169991,131858,49154,867246,49341,195963,721352,58950,221717,286035
Montana,150470,69943,80996,43044,94062,13241,117680,1201,23963,1199,106,1000,5806,8032,112214,11758,29284,26721,10338,147384,3654,27539,123068,10485,46496,40770
Nebraska,230579,101072,129668,78093,133926,19662,174723,25873,6328,7029,149,8527,8647,46638,139531,27056,35506,35738,12392,201720,28790,38752,191636,19223,67191,54066
Nevada,427673,198738,227544,144023,251011,31616,259296,58683,7670,21576,4656,55817,19332,168116,156714,63447,72371,66296,25924,336104,90132,66350,360601,27158,94715,142634
New Hampshire,114213,51346,62991,31815,70687,11446,102459,2900,389,3028,36,1571,3496,8301,96399,12256,22964,18631,9611,105257,8006,26444,87749,5486,32434,36407
New Jersey,942718,415546,529655,310067,532418,99167,490613,230361,3754,53129,552,132388,36003,339167,310449,148966,190332,110737,78190,701971,241116,154951,789469,57989,179448,329802
New Mexico,429172,198840,229715,147250,245801,36169,269681,11211,65065,3569,328,64349,14485,248444,98957,71225,67039,63199,22592,372771,57104,74330,354600,31732,88484,138265
New York,3008753,1325085,1682610,928432,1765119,313276,1399884,692774,19840,278369,1474,493339,116694,917283,1088752,546226,530022,354923,242381,2205216,802963,525696,2482266,187403,589142,1085540
North Carolina,1669116,738779,929887,556434,974727,133273,889883,551378,32555,32218,1061,102153,58089,283247,729807,277633,273319,235974,79950,1494824,171179,313727,1349536,108079,380023,539946
North Dakota,80062,35403,44139,21766,48782,9184,55672,3507,14648,1884,85,928,3199,4016,53440,7878,12974,12544,4248,74162,5256,14084,65583,6364,25884,18579
Ohio,1778837,790238,986789,595339,1045379,134250,1172516,461611,6095,27006,745,25990,82777,106456,1105965,233833,349530,251509,81153,1683870,87776,373552,1397863,96364,430469,574610
Oklahoma,623654,278871,345761,215799,359615,48070,383734,78524,60298,11001,1057,24572,65136,97214,325595,85494,116745,86819,27059,576902,46604,131509,492710,47315,135732,197108
Oregon,637355,296888,340975,182901,404618,48360,497432,23439,12958,24682,4902,40034,33264,131747,415632,73785,102954,119384,51556,553166,82501,128171,508309,35176,188930,199817
Pennsylvania,1669381,739791,927278,514282,991068,162367,1064425,381336,6656,60914,950,87335,66318,251412,941204,227164,374644,195860,100354,1529351,137243,370839,1291732,80104,371200,587510
Rhode Island,143911,62857,80969,43256,85992,15022,93883,16692,2225,5403,63,18867,7032,46716,71765,23685,26272,19590,8888,118273,25549,30265,113594,6565,33227,50511
South Carolina,829900,359673,470855,280169,480756,69520,407010,363948,3802,9285,547,24064,23240,74237,360264,138956,152509,105433,36277,785607,46118,157546,671428,52587,178327,275661
South Dakota,114785,52662,62501,37746,64971,12012,68752,4411,33000,2082,81,1846,4777,6860,65282,12668,20258,16628,6359,108932,5710,21563,93259,9509,31321,27962
Tennessee,1115726,498193,620177,376055,647478,92235,732760,299697,3359,12362,862,33851,33285,103965,670025,184659,225114,133652,45653,1042983,73290,244806,871739,69333,239556,374032
Texas,4484826,2003353,2474765,1722770,2425826,320124,3094519,711340,26363,128766,3215,398701,115153,2521450,1046577,842682,610619,476607,197857,3496927,980362,676043,3791845,377292,911309,1289149
Utah,351277,163124,188100,126616,206384,18123,270615,7079,9761,11218,5739,35717,12710,94812,215967,33366,42793,52003,23369,300839,51102,45523,304952,26287,103385,88955
Vermont,69199,31047,38256,18191,43977,7118,63526,1453,487,1234,14,293,2261,1440,62163,8203,14071,10047,6556,66260,3169,17115,52254,4308,20497,21198
Virginia,920926,402101,517123,279422,560384,81727,510200,302675,3367,39233,453,31799,34273,107667,443698,140507,161377,120692,64431,811261,112526,169601,753397,56693,229275,302116
Washington,911142,419347,492116,274293,557463,74250,619130,60321,24156,63330,8001,71161,60136,203144,509854,110940,141324,164763,68022,752198,156811,181809,725790,45257,239880,304454
West Virginia,323603,144737,178474,93491,201775,28259,290606,17371,680,2610,159,1170,10746,5533,287677,55112,76670,39686,11128,317100,5599,86308,236939,17006,63632,129885
Wisconsin,726686,326429,398119,228765,432227,63062,499511,127249,13611,24908,235,27495,29996,96211,443355,80441,133326,106258,38620,675902,50084,137315,586733,45286,210716,198031
Wyoming,65049,29013,36191,19744,40438,4996,54192,1057,3494,984,18,2832,2252,11379,46927,5668,11280,10573,4130,60555,4203,10407,54482,5824,20566,15503
