State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
North Dakota,636048,320419,315629,145383,400889,89776,576850,6398,33227,5711,433,3496,9933,12270,569869,41730,117833,148413,112398,621073,14975,-,-,228935,139020,50509
Ohio,11199642,5445515,5754127,2719935,6966640,1513067,9364946,1329246,21902,181602,1975,94716,205255,322245,9169815,912840,2683508,2074862,1837688,10769027,430615,-,-,3493600,2259317,1542833
Oklahoma,3559437,1743536,1815901,895872,2191769,471796,2643800,249131,251988,60259,3700,95378,255181,292986,2487807,329086,751234,707406,534655,3371274,188163,-,-,1140988,646847,506521
Oregon,3688745,1817426,1871319,847998,2343480,497267,3162835,62675,58903,132870,11705,132784,126973,410795,2932152,282519,638839,864596,725328,3329150,359595,-,-,1082775,851473,510063
Pennsylvania,12199544,5915432,6284112,2772818,7584095,1842631,10157515,1266942,17367,321321,2707,245485,188207,630591,9834918,1018883,3160316,1962278,2243820,11513829,685715,-,-,3915124,2358157,1661356
Rhode Island,1014029,489572,524457,227055,645832,141142,832540,58716,4314,29290,330,66635,22204,120841,785441,109862,195418,176150,213078,883800,130229,-,-,325263,215098,134247
South Carolina,4369147,2107224,2261923,1052373,2739711,577063,2953713,1216593,13493,52430,1890,67647,63381,200550,2831195,482209,912611,818757,710368,4162804,206343,-,-,1369900,794007,698929
South Dakota,771100,384759,386341,195202,468580,107318,670115,8163,64405,6711,210,6792,14704,19436,660790,51832,164698,158678,130402,753104,17996,-,-,274908,151345,65410
Tennessee,6075066,2948919,3126147,1461089,3828295,785682,4800110,995054,14793,85531,2914,84022,92642,255253,4643529,693949,1362117,1087677,939178,5806675,268391,-,-,1901479,1149858,947440
Texas,23707679,11654293,12053386,6583681,14743020,2380978,17118651,2727178,115533,893822,18227,2360348,473920,8741222,11018089,2896989,3811483,4204512,3874281,19850204,3857475,-,-,7758881,4211223,3505851
Utah,2613440,1307733,1305707,823775,1559081,230584,2340537,25763,29142,52187,23265,88573,53973,319873,2127374,137261,367328,540691,440535,2398151,215289,-,-,776135,567587,298340
Vermont,600114,294736,305378,129603,386715,83796,574684,4975,1751,6830,71,2239,9564,8532,568946,38745,134431,106844,141242,576268,23846,-,-,203290,140004,60890
Virginia,7595386,3696300,3899086,1812453,4881533,901400,5327502,1456502,23870,409715,5314,196817,175666,559348,5007475,688178,1319084,1350967,1752178,6760230,835156,-,-,2726316,1390350,976574
Washington,6430231,3188145,3242086,1534092,4134861,761278,5102869,219389,91760,451206,35150,265322,264535,676790,4747680,442219,1039289,1479535,1346667,5606919,823312,-,-,2014565,1423812,880909
West Virginia,1789092,874189,914903,380336,1126868,281888,1693669,50992,2866,10863,511,3590,26601,19198,1679738,223299,519411,295626,219940,1766902,22190,-,-,512046,309324,351876
Wisconsin,5486658,2712716,2773942,1320901,3443009,722748,4795674,328369,46758,119826,1517,104501,90013,301799,4621042,373324,1245326,1094794,960192,5233523,253135,-,-,1844872,1200603,560132
Wyoming,532245,269992,262253,128646,339617,63982,486801,3696,12450,3893,213,11534,13658,44549,459955,29839,109608,129456,84007,515987,16258,-,-,189176,115089,49810
