State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Idaho,235851,109540,126348,76292,138165,20986,202846,3430,5681,3607,719,10705,9361,44795,172134,22514,39941,39880,14786,217190,19507,43117,192715,18484,64723,62769
Illinois,1694496,754924,949306,548182,989481,156899,913362,501683,5748,75082,500,149728,53284,389103,693101,221408,305117,245934,126949,1443370,252818,278059,1417342,104256,379081,565892
Indiana,936208,412099,522654,315055,547076,69915,652202,174971,2817,25921,615,41418,36050,110260,590063,123260,175396,127275,45029,864550,69013,186706,744709,60987,231260,286311
Iowa,361963,161486,200787,105779,220736,34848,287348,33889,2902,12670,771,8590,13854,39244,261376,36098,67745,55348,20478,332308,30176,68216,292735,27214,109806,94514
Kansas,360994,163449,197834,116032,214850,30977,271347,38986,4621,12212,482,14219,19393,73180,218372,38859,59361,55170,21222,322317,38562,68904,291301,29423,97443,96906
Kentucky,784683,348766,435190,244705,465933,72131,634849,96844,2437,9379,473,12882,25006,43113,611398,139880,158805,106037,30994,747647,37895,201677,582789,45044,161525,282193
Louisiana,888188,381399,505359,303766,503969,81294,358667,473699,6738,12667,264,15198,19509,51704,325863,147751,174481,105473,35920,846834,38899,172717,714799,66662,161690,302470
Maine,167055,75223,91477,41881,103353,21387,148612,6619,2638,1844,76,357,6703,3839,145777,19653,44647,27001,12165,157380,9374,48179,118435,7929,44017,55560
Maryland,568041,242894,324396,171508,333126,64363,235983,243717,2348,29038,246,34997,22525,77717,200840,82203,110358,75880,50904,477058,90447,109975,457637,32139,127727,187539
Massachusetts,727311,314692,411583,198842,438716,91095,451065,98360,2940,57018,293,78395,37298,202552,354619,110099,136158,95066,82672,570248,157172,164151,565810,29391,171694,259416
Michigan,1512907,683829,826535,469856,911424,126007,942299,416124,11599,40272,564,28754,70926,113839,874506,183542,284547,240625,84524,1394565,119505,319592,1195039,84780,374389,502970
Minnesota,563452,256120,304908,169427,336154,55697,355646,100587,16956,38618,365,21981,27209,57904,325677,62996,97976,90880,39681,477768,85067,109992,449523,36348,172553,144167
Mississippi,621376,266733,352709,215920,348509,55525,228881,364970,3958,3665,127,7381,10993,22026,215507,101311,112941,86155,22392,607636,13548,127243,493801,42351,103030,224255
Missouri,860197,382741,479227,271612,509781,80804,603547,178782,5330,18085,2017,20808,31830,57413,570669,115752,164993,127638,48240,814279,47409,192112,667785,58893,206440,268139
Montana,144664,67470,76669,38875,91232,14229,112924,829,22907,1228,74,732,5649,7350,108178,11179,28436,25898,11206,140661,3459,27659,116683,10831,45556,37984
Nebraska,220779,97049,123852,72019,127828,20530,166759,24311,4989,7855,269,7169,9007,43892,132402,25296,34598,34371,12390,193455,27228,40115,180142,19104,62173,52917
Nevada,404184,189043,215173,133845,235548,35359,231515,61003,8058,22189,3512,58245,20556,155926,145401,58382,73489,65248,26951,322613,82633,68022,335917,27297,87943,133360
New Hampshire,104430,46547,57994,25910,67184,11385,92995,3087,281,3493,32,933,3045,7913,88201,11206,22063,17416,10431,95811,8181,25889,78680,5607,31017,33717
New Jersey,939887,414102,528243,302194,527487,107765,496633,222449,4097,55612,763,127433,34652,340545,311121,144260,193267,113005,81899,688830,249414,156057,785431,62380,179494,318543
New Mexico,421043,192806,227694,142939,238481,38486,273738,9550,65034,2894,275,54904,13790,243958,97056,67788,67668,63940,24410,369584,51541,74720,345834,30692,86093,134976
New York,2912103,1286944,1623442,879292,1701968,334989,1355673,672101,19172,272062,1567,474490,116581,889178,1057792,532013,526478,355055,249525,2139071,770957,534576,2370188,178471,570653,1037462
North Carolina,1575182,695791,883832,516667,926193,138557,847086,517312,30065,33350,1095,97738,55149,269338,693590,256048,266941,231874,84693,1423065,161616,303926,1274316,107678,354818,508917
North Dakota,79169,36826,42878,20724,49656,9005,53744,4798,14231,1991,93,814,3687,4283,51286,7372,13956,13036,4602,73541,5551,14390,65068,6028,26712,18621
Ohio,1682085,749177,936442,549864,991331,142020,1102884,437236,5541,31393,814,26238,82650,105000,1036639,215717,346247,247896,83322,1598130,88378,365157,1320249,95532,412273,531291
Oklahoma,612494,271368,342142,210073,354513,48912,374726,76679,61953,12382,990,25527,61895,95467,317808,80735,118495,86868,27078,569120,44542,131028,481262,48093,131935,192299
Oregon,588245,270847,315907,160901,373364,52871,463480,22140,11486,25416,3875,26243,35643,119690,381523,67182,97266,112570,52158,515379,73606,126008,461345,35449,170388,183969
Pennsylvania,1621420,717496,907746,491510,961778,172329,1038774,368600,6507,61629,964,80920,68818,259142,902946,215932,381077,195323,106387,1479207,142844,369517,1257182,86080,360569,562407
Rhode Island,136134,59745,76236,39281,81922,15325,89763,15647,2093,4841,101,16841,7031,43319,67700,22174,25521,18703,9773,111099,24556,30750,105276,6373,30974,48029
South Carolina,788723,343224,448299,262943,455324,72350,385346,342347,3244,10399,635,23476,26600,73560,341012,128280,148383,105008,38418,745653,46215,155542,632784,55648,167677,255708
South Dakota,114855,52312,62490,37939,65279,11929,67412,3491,34405,2634,92,1334,5630,7031,63098,12920,20410,17513,6358,108637,6214,22172,92595,9047,29845,29575
Tennessee,1074912,478040,592876,358005,620675,93541,707966,288729,3024,11577,1184,29919,32127,101798,637414,170315,224686,129534,49946,1002699,68710,238494,834994,70355,226626,355302
Texas,4287072,1914357,2378553,1632745,2331990,334414,2985941,673639,23752,129562,3460,355485,111971,2410058,1011333,773928,610947,478480,209452,3357009,926157,656190,3638267,378689,852710,1243988
Utah,324139,150747,174787,112482,191822,20303,248501,8579,9257,9903,4028,33522,11479,82022,205108,27949,41084,47734,24856,280986,43353,44930,279159,25310,96686,80825
Vermont,68414,30415,37799,16994,43324,7752,62574,1542,449,1185,10,277,2322,1494,61203,7445,14531,10107,7213,64777,3387,16893,51311,4162,19959,21344
Virginia,909007,395654,511630,273972,547412,85943,495687,297019,2795,38326,267,34420,37286,109392,433547,131167,159542,124650,70117,796817,113191,169280,732477,57752,222010,294020
Washington,858564,395820,463030,251179,528216,79702,583930,57186,23129,60497,7930,65708,60185,186134,481834,101000,137587,162109,72275,715123,145580,178702,683130,45719,227561,284731
West Virginia,317553,142044,175087,90296,197172,30139,286018,17066,669,2066,95,2250,8726,5933,282895,51055,78592,40210,11768,312650,5095,84048,232810,15836,62137,126618
Wisconsin,690351,311356,382408,212130,413381,66881,473774,118836,13354,26680,404,29377,29374,92021,423646,73998,130293,104198,41794,645750,49374,137506,553214,44855,202694,186014
Wyoming,63205,29024,34339,17421,39357,6553,53651,787,3333,1051,27,2500,2246,11639,45697,5594,11701,11272,4040,59316,4220,11936,51342,5984,19336,15907
