State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Maryland,8.6,7.6,9.4,10.9,7.8,7.9,6.1,13.2,13.3,7,11,13.2,10.6,12.2,5.8,18.4,8.7,5.5,2.5,8.4,9.8,-,-,1.2,11.9,22.7
Massachusetts,10.5,9.4,11.6,13.2,9.8,9.3,8.2,21.2,24.9,13.8,12.5,30.5,20.2,29.6,7.1,23.3,10.3,7.4,3.6,9.9,13.9,-,-,1.1,12.7,29.5
Michigan,14.8,13.6,16,20.5,14,8.3,11.4,31.6,24.2,13.7,21.3,26.7,24.9,26.5,11,25.8,13.1,9.7,3.8,14.7,17.9,-,-,2.5,17.8,29.8
Minnesota,10.6,9.7,11.5,13.5,9.9,8.3,8.2,34.7,36.6,16.9,14,22.3,20.1,23.9,7.7,23.7,9.9,6.7,2.8,9.8,20.5,-,-,1.8,15.1,27.5
Mississippi,21.2,18.9,23.4,30.3,18.7,14.8,12.5,35.4,26.5,17.1,13.4,28.8,24,25.5,12.3,32.4,17.1,11.9,4.5,21.2,20.7,-,-,4.9,23.7,37.6
Missouri,14,12.7,15.2,19.3,12.9,9.3,11.6,28,22.1,14.5,20.6,25.2,23.5,24.3,11.3,25.2,11.7,8.7,3.6,13.8,18.5,-,-,2.6,18.8,30.3
Montana,14.5,13.4,15.6,19.2,14.1,8.9,12.7,29.4,36.7,16.5,5.1,28.4,22.1,26.5,12.5,23.7,12.4,10.4,5.2,14.5,19.1,-,-,3.3,20.2,31.5
Nebraska,11.8,10.5,13.1,15.5,11,8.6,9.9,32.4,38.5,11.9,46.8,22.1,24.1,23,9.2,21.6,9.9,7.7,3.1,11.3,20.7,-,-,2.7,18.7,28.5
Nevada,11.9,10.7,13.1,16.8,10.8,7.4,10.9,19.5,17.6,7.8,13.6,16.8,12.9,18.2,8.3,18.1,9.7,7.5,4.4,11.3,14.2,-,-,2.2,15.2,25.9
New Hampshire,7.8,6.9,8.7,9.3,7.4,7.1,7.4,24.2,16.2,9.4,4,17.5,12.3,15.8,7.3,16.3,7.8,5.9,2.6,7.7,10.6,-,-,1,10.9,22.2
New Jersey,9.1,8,10.2,12.7,8,7.9,6.6,17.8,17,6.6,11,20.1,13.2,17.6,5.2,18.9,8.8,5.9,2.8,8.7,10.6,-,-,1.5,9.7,22.5
New Mexico,18.4,16.9,19.7,26,16.4,12.5,16,23.6,31.5,10.9,9.5,22,18.2,23.1,10.5,31.3,15.6,11.2,4.9,17.3,27.7,-,-,4.6,21.4,33.6
New York,14.2,12.8,15.4,19.9,12.6,11.5,10.3,21.9,23.3,16.1,14.8,27.2,20.7,24.5,9.1,26.6,12.7,9,4.6,13.6,16,-,-,2.5,15.7,31
North Carolina,15.5,13.9,17,21.6,14.1,10.7,11.2,25.6,27,12.8,14,32.6,22.7,29.8,10.4,27.5,13.4,9.3,3.4,15,22.1,-,-,3,20.3,30.9
North Dakota,12.3,10.7,14,14.2,11.6,12.5,10.2,29.3,39.8,25.3,12.5,19.6,22.3,22,10.1,22,10.2,7.6,3.7,12.1,21.3,-,-,2.3,20,30.5
Ohio,14.2,12.8,15.5,20.2,13.1,8.3,11.3,31.4,27.4,12.1,21.8,28.5,26.1,26.8,11,24.7,11.5,9.3,3.6,14.1,16.4,-,-,2.2,18.1,30.9
Oklahoma,16.2,14.6,17.7,23.1,14.8,9.8,13.4,29,22.7,15,33.8,27.9,21.8,28.2,12.5,25.8,14.2,9.8,4,15.9,22.2,-,-,3.6,22.1,31.3
Oregon,14,13,15,18.3,13.6,8.3,12.7,31.2,28.1,13.4,26.5,24.6,19.2,25.6,11.7,23.2,12.7,10.2,5.1,13.4,19.5,-,-,2.7,18.7,29.2
Pennsylvania,12.4,11,13.7,17.3,11.5,8.6,9.5,27.9,24.3,14.7,27.7,35.2,26,31,9,22.3,10.5,7.6,3.4,12.2,15.3,-,-,1.9,15.3,29.4
Rhode Island,12.2,11.1,13.2,16.7,11.2,9.3,9.2,25.2,24.8,17.2,22.7,31.5,21.5,28.4,8.3,21.9,10.4,7,3.7,11.6,16.1,-,-,1.5,14,31.1
South Carolina,16.4,14.6,18.1,23.3,14.8,11.2,11.1,28.3,23.1,8.8,19.4,27.6,25.2,27.7,10.4,28.8,14.2,9,3.6,16.3,19.4,-,-,3.1,20.3,32.3
South Dakota,13.7,12.6,14.9,17.3,12.8,11.3,10,28,47.3,14.3,0,15,27,22.3,9.9,26.8,11.5,8.5,3.7,13.7,15.9,-,-,2.6,21.6,35.5
Tennessee,16.5,14.7,18.2,23.4,14.9,11.5,13.6,28.7,29.1,10.8,14,32.3,23.6,31,13.1,28.3,14,9.1,3.7,16.2,22.2,-,-,2.9,20.6,32.8
Texas,16.8,15.1,18.4,23.8,14.4,11.6,14.8,23.6,19.4,11.9,17.6,25.1,16.8,25.5,8.7,27.6,13.6,8.6,3.8,15.5,23,-,-,4.2,21,30.4
Utah,10.8,9.9,11.8,12.3,10.7,6.7,9.7,25.3,29.4,17.1,17.7,22.4,14.3,21.4,8.6,20.2,9.4,7,4,10.1,19.7,-,-,2.5,16.5,21.2
Vermont,11.1,9.9,12.3,13.7,10.9,8,10.6,27.4,21.9,18.9,14.1,21,22.4,19.2,10.6,22.4,9.7,7.9,4,11,13.6,-,-,1.8,16,29.9
Virginia,10.3,9,11.5,13.4,9.5,8.4,8,18.5,14.2,7.7,12.5,14.7,11.8,13.9,7.7,21.3,9.6,6.2,2.5,10.3,10.4,-,-,1.7,15.1,23.6
Washington,12.1,11.1,13.2,16,11.5,7.9,10.5,24.1,26.3,10.6,18.6,27.1,15.5,25.1,9.5,23.5,11.1,8.5,3.9,11.4,17.1,-,-,2,15.8,27
West Virginia,17.4,15.8,18.8,23.8,16.9,10.5,16.7,29.9,25.8,16.5,0,25.6,30.5,23.2,16.7,28.5,13.5,10.2,4,17.4,17.2,-,-,3.2,21.6,33
Wisconsin,11.6,10.5,12.8,15.8,10.8,7.9,9.2,35.4,27.8,16.9,17.5,25.1,22.9,24,8.7,21.3,9.4,7,3,11.3,17.7,-,-,2.2,16.7,27.3
Wyoming,9.8,8.4,11.3,12.4,9.5,6.3,9,21.4,24,15.2,18.8,14.3,16.8,15.5,8.7,17.9,8.6,6.1,3.1,9.6,16.2,-,-,2.3,16,22.7
