State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Mississippi,21.5,19.2,23.5,30.2,19.9,13.1,13.4,33.8,31,13.1,23.1,30.5,29.9,27,13,33,19.6,14.1,5.4,21.5,21.2,26.8,20.5,4.9,25.6,39.7
Missouri,14.6,13.3,15.9,20,14.1,8.8,12.4,26.7,21.5,16.5,33.7,30.1,21.9,24.2,12.1,27.6,13.4,10.5,4.2,14.4,20,22.3,13.3,3,21.1,32.3
Montana,14.4,13.4,15.3,17.6,14.9,8.3,12.6,20.8,35.8,17.2,14,14.1,20.5,20.9,12.4,23.7,14.1,11.3,5.2,14.3,16.5,20.1,13.5,3.4,23.1,31.5
Nebraska,12,10.6,13.4,15.6,11.5,7.7,10.3,28.6,32.6,19.3,19.2,20.8,20.5,22.7,9,23.5,10.8,8.4,3.3,11.3,21.3,18.9,11.1,2.8,20.2,30.9
Nevada,14.2,13.3,15.1,20.3,13.3,8.5,12.1,25,25.6,9.6,18.9,21.1,15.6,19.4,10.1,21.4,13.4,9.9,5.8,14.1,14.8,18.4,13.6,3,18.2,29.5
New Hampshire,8.1,7.3,8.9,10,8.2,5.4,7.7,18.4,13.8,11,13.9,14.2,12.6,18.4,7.5,17.5,8.6,6.5,3.1,7.9,10.7,15.8,7,1.2,12.8,23.5
New Jersey,10.7,9.7,11.7,15.3,9.6,8.2,8.3,19.2,23.2,6.7,27.3,22.5,15.4,19.6,6.3,22.4,11.5,8,3.5,10.1,12.7,16.9,10,2.1,12.1,25
New Mexico,20.6,19.2,21.9,29.1,19.4,11.9,18,24.2,33.6,9.9,21.2,28.5,20.6,24.8,12.4,34,18.9,14.8,6.6,20,26.3,24.3,20,5.2,26.5,36.5
New York,15.1,13.8,16.3,21.3,13.9,11.5,11,22.5,25.6,16.8,20.7,27.9,20.4,24.4,9.8,29,15,10.7,5.2,14.4,17.4,24.1,13.9,2.8,17.6,33.4
North Carolina,16.1,14.7,17.5,22.9,15.3,9.4,12.5,24.9,26.2,12.7,18.6,32,22.9,30.1,11.1,29.8,15.4,11.2,4.2,15.8,20.8,22.7,15.2,3.4,22.3,32.8
North Dakota,11,10,12.2,12.4,11,8.9,8.5,29.6,37.5,20.1,28.6,13.1,21.9,18.2,8.3,21.1,10.9,7.5,3.3,10.6,21.4,18.6,10.2,2.2,20.1,30.3
Ohio,14.9,13.6,16.2,21.3,14.3,8,11.9,32,26.5,13.7,24.3,26,27.5,26.1,11.5,28.2,13.4,11,3.9,14.8,18,23.2,13.6,2.6,21,33.2
Oklahoma,16.2,14.6,17.8,22.4,15.5,8.8,13.6,28.8,22,15.9,18.7,24.9,21.2,24.9,12.6,26.6,15.2,11.1,4.3,16,19.9,21.7,15.2,3.9,23.3,32.6
Oregon,14.9,13.9,15.8,19,15.2,8.2,13.8,30.5,26.3,15.6,26.4,22.2,20.1,24,12.6,25.1,15.1,11.8,5.8,14.5,18.7,21.8,13.7,3,21.4,31.9
Pennsylvania,13.1,11.9,14.3,18.6,12.6,8.2,10.3,27.6,27.6,15.3,27.3,33.4,24.2,30.8,9.4,25.3,12.4,9.2,4,12.8,17.4,21.5,11.8,2.1,17.3,31.9
Rhode Island,13.4,12.1,14.6,18.9,12.7,9.4,10.9,24,40.1,14.5,14.2,28.8,23.9,28.9,9.1,25.1,12.8,9.8,4.1,12.7,17.4,22.5,12,1.9,16.2,33.4
South Carolina,16.6,15,18.2,24.5,15.7,9.3,12,26.7,22.2,14.9,22.9,32.5,27,28.6,11.2,30,15.5,10.6,4.3,16.5,19.9,22.1,15.7,3.7,22.7,32.8
South Dakota,13.9,12.6,15.2,18.4,13.2,9.5,9.6,25.6,49.3,23.1,26.2,20.9,25,24.8,9.2,28.9,12.3,9.6,4.1,13.6,22.6,22,12.8,3,21.7,38.5
Tennessee,16.7,15.3,17.9,24.3,15.6,9.5,14.1,27.1,17.8,10.7,32.7,34.2,24,30.5,13.3,29.5,15.7,10.5,4.3,16.4,21.3,23.9,15.4,3.4,22.2,33.6
Texas,16,14.5,17.5,22.9,14.1,10.7,14.9,21.4,18.8,10.6,15.2,22.9,16.4,23,8.8,26.7,14.4,9.6,4.2,15.1,20.3,21.1,15.4,4.2,20.7,29.7
Utah,11,10.2,11.9,12.5,11,6.7,9.7,26.6,29.7,15,15.3,22.7,14.1,20.4,8.8,19.9,10.5,7.6,4.4,10.4,17.7,15.8,10.5,2.8,17,22.1
Vermont,11.4,10.3,12.4,14.5,11.5,7.3,11,22.4,22.3,13.4,5,14.2,20.4,14.9,10.9,22.8,11.4,9,4.5,11.3,12.6,19.5,10,2,17.2,31.6
Virginia,11.2,10,12.3,14.9,10.7,7.4,8.9,19.4,13,7.5,5.3,17.6,13.2,15,8.5,21.9,11.9,8.2,3.3,11.2,11.3,18.2,10.3,2,16.7,26.6
Washington,12.2,11.3,13.1,15.8,11.9,7.9,10.8,22.7,25.3,10.6,17.6,22.8,15.7,21.5,9.8,23,12.7,9.9,4.3,11.8,14.9,19.8,11.2,2,17.4,27.8
West Virginia,17.8,16.2,19.3,24.6,18.1,9.2,17.1,29.7,21.5,15.1,19.4,34.9,28.9,24.2,17.1,29.2,15.3,12.4,4.6,17.8,18.5,23.7,16.3,3.1,23.7,35.3
Wisconsin,12.3,11.2,13.5,16.7,11.9,7.7,9.8,34.3,28.1,18,22.8,26.9,23.5,24.8,9.2,23.9,10.9,8.6,3.7,12.1,17.9,20.5,11.2,2.3,19.2,30.2
Wyoming,11.1,10,12.3,12.8,11.2,8,10.3,14,25.9,21.6,6.4,25.3,15.1,21.1,9.5,20.7,10.7,7.9,3.9,10.8,20.9,16.2,10.4,3,18.3,26.1
