State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
New Mexico,20,18.8,21.2,28.1,18.9,12.2,17.5,23.4,33,9.7,14.1,27.9,20.1,23.9,12.2,34.2,18.8,14.3,6.5,19.5,25.1,24.8,19.2,5,25.8,36.3
New York,14.6,13.3,15.9,20.6,13.4,11.5,10.8,21.6,23.2,16.1,24.4,27,19.8,23.6,9.6,28.7,14.8,10.6,5.1,14,16.8,24,13.4,2.6,17.3,33.3
North Carolina,15.4,14,16.8,22,14.5,9.2,12.1,23.5,25.1,11.9,19.4,29.5,21.5,28.5,10.6,28.6,15.1,10.7,4.1,15.1,19.4,21.9,14.5,3.3,21.5,31.8
North Dakota,10.9,9.9,12,12.2,10.8,9.1,8.6,26.4,35.1,19.8,30.3,13.5,19.4,18.4,8.3,22.6,10.8,7.4,3.6,10.5,20,18.6,10,2.1,19.9,30.4
Ohio,14.5,13.2,15.8,20.8,13.9,8.1,11.5,31.2,26.3,14,30.3,27,26.9,25.9,11.1,28,13.4,10.8,3.8,14.4,18,22.9,13.2,2.6,20.8,33
Oklahoma,16,14.5,17.4,22,15.3,8.6,13.5,28.1,21.1,15.3,24.2,25.5,20.4,24.9,12.4,26.4,15.2,10.9,4.3,15.7,19.9,21.4,15,3.9,23.2,32.4
Oregon,14.1,13.1,15.1,18,14.4,8,13.1,28.7,24.4,14.6,22.4,21,19.3,22.3,12,23.9,14.8,11.3,5.5,13.8,17.3,21.3,12.9,2.9,20.3,31.5
Pennsylvania,12.8,11.6,13.9,18.1,12.2,8.1,10,26.9,26.6,14.3,21.9,32.5,23.2,29.4,9.1,24.7,12.1,9.2,4,12.5,16.6,21.4,11.3,2.1,17.3,31.4
Rhode Island,13.1,11.8,14.3,18.2,12.3,9.9,10.8,21.5,35.2,15.9,14,26.7,23.5,27.1,9,25.8,12.8,9.5,4.4,12.5,17,23.4,11.5,1.8,16,33.2
South Carolina,16,14.4,17.5,23.7,15.1,9.2,11.5,25.7,25.3,13.5,18.1,32.7,25.3,28,10.7,29.2,15.4,10.3,4.1,15.8,19.4,21.6,15.1,3.6,21.7,32.5
South Dakota,13.6,12.2,14.9,17.8,12.9,9.2,9.1,27.1,49.9,19.8,27.8,21.5,23.3,23.3,8.9,28.1,12.7,8.9,3.8,13.3,21.1,21.6,12.5,2.8,21.6,38.2
Tennessee,16.1,14.7,17.4,23.3,15.2,9.4,13.5,26.4,20.7,10.9,33.9,32.5,22.9,28.4,12.9,29,15.5,10.2,4.2,15.9,20.4,23.5,14.8,3.4,21.6,33.3
Texas,15.5,14,16.9,22,13.5,10.7,14.5,20.3,17.9,10.5,16.2,22.3,15.3,22.1,8.7,25.8,14.2,9.4,4.2,14.6,19.4,20.7,14.8,4,20,29.2
Utah,10.3,9.5,11.2,11.5,10.4,6.4,9.1,24.9,29.4,14.3,11.7,20.6,12.7,18.6,8.3,19.2,10,7.2,4.2,9.8,16.4,15.1,9.8,2.5,16.1,21.6
Vermont,11.2,10.3,12,14.1,11.3,7.6,10.7,23.8,17.6,15.4,7.9,12.7,20.1,16.2,10.7,23.6,11.6,8.6,4.5,11.1,13.4,19.5,9.7,1.9,17,31.8
Virginia,10.9,9.8,12.1,14.5,10.5,7.6,8.8,18.6,13.7,7.4,7.4,17,12.9,14.7,8.4,22.1,11.9,8.1,3.2,10.9,11.2,18,10.1,2,16.4,26.4
Washington,11.5,10.6,12.3,14.6,11.2,7.7,10.1,21.5,24.4,10.1,16.9,21,14.4,19.6,9.3,21.8,12.2,9.4,4.2,11.1,13.8,18.9,10.4,1.9,16.4,26.9
West Virginia,17.8,16.2,19.2,24.2,18.2,9.4,17.1,29.6,19.3,18.2,6.3,37.7,26.8,23,17,29.7,15.7,12.5,4.7,17.7,19.7,23.8,16.3,3.2,24,35.6
Wisconsin,11.9,10.7,13,15.9,11.5,7.6,9.4,32.9,25.9,17.6,21.5,25.7,21.9,22.8,8.9,23.4,10.7,8.3,3.6,11.6,16.9,19.8,10.8,2.3,18.8,29.9
Wyoming,11.1,9.7,12.6,12.8,11.3,7.9,10.5,12.4,24.3,18.5,4.8,23.5,13.4,21.2,9.6,21.5,10.7,8.2,3.7,10.8,20.1,16.4,10.4,3.1,18.4,26.1
