State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Hawaii,10.8,9.9,11.7,14.1,10.4,7.7,10.2,11.7,23,7,24,13.4,11.7,15.1,9.9,18.9,12.1,8.5,4.8,10.4,12.4,16.6,10.3,1.8,14.6,27
Idaho,15.2,14.3,16.2,19,15,9.1,14.3,28.5,29.3,15.8,26.1,26.7,23.9,24.9,13.4,23.4,14.3,11,5.3,14.8,21.8,21.2,14.4,3.8,22.3,29.3
Illinois,14,12.7,15.2,19.5,13,8.8,10.3,29.7,21.1,11.8,12.6,21.2,18.4,19.6,9,24.5,13.7,10.2,4.5,13.8,14.8,20.5,13.2,2.6,17.8,31
Indiana,15,13.5,16.4,21.2,14.3,7.4,12.4,30.9,20.4,21,25.3,30.3,25.9,27.1,11.8,26.2,12.2,10.3,4.1,14.6,22,21.3,14,3,21.4,31.3
Iowa,12.3,11.1,13.5,15.3,12.4,7.5,10.9,34.7,30.7,18.3,27,23.3,23.4,23.9,10.3,22.6,10.8,8.6,3.5,11.9,19.8,19.5,11.3,2.5,21.3,31.6
Kansas,13.3,12.2,14.3,17.2,12.9,7.5,11.8,24.7,20,15.5,21.7,23.9,21.2,23.8,10.4,23.8,12.7,9.4,3.5,12.7,20.2,19.8,12.4,3.1,21.2,29.5
Kentucky,18.8,17.1,20.4,25.7,18,11.4,17.3,31.3,30.1,15.5,22.9,34.4,28.5,31,17.1,32.9,16.6,12.7,4.5,18.6,25.1,27.5,17,3.6,23.8,37.6
Louisiana,19.7,17.5,21.8,27.8,18,12.9,12.7,33.1,23.5,17.6,13.7,26.2,24.9,22.7,12.2,32.1,17,12.9,5,19.7,20.4,25.9,18.7,4.7,24.1,36.5
Maine,13.5,12.4,14.5,17.9,13.4,8.9,12.7,42.9,35.3,16.4,33.3,15.6,25.9,22.2,12.6,27.3,14.8,10.1,4.2,13.2,21.2,24,11.5,2.1,18.1,33.4
Maryland,9.9,8.8,10.9,13.3,9.2,7.7,7.2,14.7,13.3,7.9,11.6,14.9,12,14,6.7,20.6,10.9,7.5,3.1,9.8,10.5,17.5,9,1.5,13.9,25.1
Massachusetts,11.4,10.2,12.5,14.9,10.8,9,8.9,21.7,22.3,14.3,15.8,30.3,19,28.5,7.7,25,12.2,8.9,4.3,10.7,15.1,21.6,10,1.3,13.9,31.6
Michigan,16.3,15.1,17.4,22.8,15.9,8.1,12.8,33.1,24.4,15.3,21.7,27.8,27.3,25.8,12.3,29.6,15.1,11.4,4.5,16,19.8,23.6,15,3,21.4,33
Minnesota,10.8,10,11.7,13.9,10.5,7.4,8.2,34,31.4,16.1,17.9,23.7,19.4,22.2,7.8,25.2,10.9,7.8,3.1,10.1,19.7,19.7,9.8,1.9,16.8,28.5
Mississippi,22.3,20,24.5,31.5,20.6,13.4,14.1,35,30.5,14,20.4,34.5,29,30.5,13.7,34,20.1,14.4,5.4,22.3,22.3,27.7,21.3,5.1,26.5,40.4
Missouri,15.3,14,16.5,21.1,14.7,8.9,12.9,28.3,23.6,16.7,22.8,32.1,23.8,26.7,12.6,28.2,13.8,10.9,4.3,15.1,20.5,23.1,14,3.1,21.5,33.2
Montana,14.9,13.8,16,18.6,15.3,8.5,13.2,23.4,35.4,16.1,8.9,18.4,20.9,22.5,12.9,25.1,14.3,12,5.3,14.9,16.3,21,14,3.3,23.2,32.4
Nebraska,12.4,11.1,13.8,16.4,11.8,7.9,10.7,30.2,37.5,19.3,14,21.8,20.7,24.6,9.3,24.8,10.9,8.6,3.5,11.6,23.2,19.2,11.6,2.9,20.6,31.2
Nevada,14.9,13.9,15.9,21.3,14,8.4,12.9,25.2,25.6,9.5,22.4,22.3,16.2,21.1,10.5,22.3,13.7,10.3,5.8,14.7,16,18.7,14.4,3.1,18.6,30.5
New Hampshire,8.5,7.7,9.4,11,8.5,5.6,8.2,16,15.2,10.7,17.6,15.6,15.5,19.1,7.9,17.7,8.8,6.9,3.2,8.4,10.2,16.5,7.4,1.2,12.9,24.3
New Jersey,10.9,9.8,11.9,15.6,9.8,8.1,8.3,19.7,22.4,6.7,26.8,23.1,16.2,20.2,6.4,22.3,11.5,8,3.6,10.3,12.7,17.1,10.1,2,12.2,25.1
New Mexico,20.9,19.6,22.2,29.8,19.6,11.9,18.1,26,34.5,11.1,18.8,28.9,20.6,25.5,12.4,34.3,18.8,15.1,6.4,20.2,27.4,24.6,20.3,5.4,26.6,36.6
New York,15.5,14.1,16.7,21.9,14.2,11.4,11.2,22.9,25.4,17.7,19.3,29.2,21.2,25.4,9.9,29.4,15.1,10.9,5.2,14.7,18.1,24.3,14.3,2.9,17.9,33.6
North Carolina,16.8,15.4,18.2,23.9,15.9,9.7,13,26.1,28.1,12.9,19.7,33.7,24.6,31.5,11.5,30.2,15.8,11.6,4.3,16.4,21.8,23.5,15.9,3.5,22.9,33.4
North Dakota,11.2,10,12.4,13,11,9.1,8.7,33.9,37.5,21.6,25.7,15.9,20.2,20.3,8.4,21.3,11,7.4,3.2,10.7,23.6,18.6,10.3,2.3,19.6,30.8
Ohio,15.4,14,16.7,22.1,14.7,8.1,12.3,33.2,27.4,13.4,24.7,27.4,28.5,27.1,11.9,28.4,13.4,11.3,3.9,15.2,18.5,23.9,14,2.6,21.4,33.7
Oklahoma,16.5,14.9,18.1,23.1,15.6,8.9,13.8,29,22.2,15.8,18.8,25.4,22.2,26.2,12.8,26.8,15.1,11.2,4.4,16.3,20.5,22,15.5,3.9,23.6,32.9
Oregon,15.7,14.8,16.7,20.4,16.1,8.1,14.5,32.5,28.3,15.4,29.8,25.9,20.9,26.1,13.3,26.2,15.4,12.6,5.9,15.3,19.8,22.4,14.6,3.2,22.5,32.3
Pennsylvania,13.3,12.1,14.5,19.1,12.7,8.1,10.4,28.2,30.4,15.7,24.5,34.9,25.2,31.5,9.6,25.2,12.1,9.2,4,13,17.5,21.7,12,2.1,17.3,31.7
Rhode Island,13.8,12.6,14.9,19.4,13.1,9.4,11.2,25.1,40.6,13.3,3.6,30.4,24.6,31,9.4,25,13.5,10,4,13.2,17.7,23.1,12.4,1.9,16.6,34
South Carolina,17.2,15.5,18.8,25.3,16.2,9.5,12.4,27.6,21.3,14.5,20.4,32.7,27,29,11.6,30.4,15.8,10.9,4.2,17,20,22.7,16.3,3.6,23.2,33.3
South Dakota,14,12.7,15.3,18.4,13.2,9.9,9.7,30.7,48.7,20.7,26.7,22.4,26.2,26.7,9.3,28.2,12.5,9.3,4.1,13.7,22.8,22.3,12.9,3,22.2,37.4
Tennessee,17.2,15.8,18.5,25.1,16.1,9.7,14.5,28.1,18.5,12.5,29,34.6,26,32,13.7,29.8,15.8,10.9,4.4,16.9,22.6,24.4,16,3.5,22.6,34.1
Texas,16.7,15.2,18.2,23.9,14.7,10.8,15.5,22.6,21.2,11.1,14,24.4,17.2,24.2,9.1,27.8,14.7,9.8,4.3,15.7,21.5,21.8,16.1,4.3,21.7,30.5
Utah,11.7,10.8,12.5,13.4,11.6,6.9,10.2,26.4,30.9,16.9,19.7,25.7,15.9,22.5,9.1,21.7,10.8,8,4.4,10.9,19.9,16.7,11.2,3,17.6,23
Vermont,11.6,10.6,12.5,15.1,11.6,7.4,11.2,23.1,22.4,14.7,6,14.4,21.4,15.5,11.1,23.7,11.1,9.2,4.2,11.5,12.6,20.2,10.2,2.1,16.9,31.5
Virginia,11.4,10.3,12.5,15.1,10.9,7.6,9.1,19.9,13.6,8,7.5,17.6,13.3,15.5,8.6,22.4,12.1,8.2,3.3,11.4,11.8,18.7,10.6,2,17,26.9
Washington,12.7,11.7,13.7,16.5,12.4,7.9,11.3,24.1,26.7,11.4,18.1,23.6,16.5,22.9,10.1,23.8,13,10.1,4.4,12.2,15.8,20.3,11.7,2,17.9,28.1
West Virginia,17.7,16.2,19.2,24.7,17.9,9,17.1,30.8,23.1,16.5,23.8,28.1,28.2,23.4,17,29.2,14.9,12.3,4.5,17.7,18.8,24.1,16.2,3.1,23.6,34.8
Wisconsin,12.7,11.5,13.9,17.5,12.2,7.7,10.1,36.2,28.1,18.5,24.6,28.5,24.6,26.3,9.4,24.2,11,8.9,3.6,12.4,18.7,20.9,11.6,2.4,19.4,30.1
Wyoming,11.6,10.2,12.9,13.9,11.6,7.2,10.5,20,29.6,20,8.5,28.1,15.3,21,9.9,19.8,10.7,8.1,4,11.2,20.6,15.5,11,3,19.6,25.7
