State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
North Carolina,17.6,16.1,18.9,25,16.5,9.9,13.4,27.6,30.1,13.4,21.4,35.7,26.7,33.4,11.9,31,15.6,11.7,4.3,17.1,23.3,24.3,16.6,3.5,23.4,33.7
North Dakota,11.9,10.4,13.4,14.5,11.3,10.2,9.4,34.8,40.5,25.3,26.4,13.9,20.4,23.9,9.2,21.4,10.4,7.6,3.5,11.5,25.8,19.7,11,2.4,20.4,31.1
Ohio,15.9,14.6,17.2,23.1,15.1,8,12.8,34.2,29.1,12.9,19.5,29.2,30.2,29,12.4,28.8,13.2,11.3,4,15.8,19,24.3,14.6,2.7,21.1,33.8
Oklahoma,16.9,15.4,18.4,23.7,15.9,9.3,14.1,30.4,22.5,14.9,27.4,25.9,22.9,28,13,27.4,15.1,11.3,4.3,16.6,22.5,22.6,15.9,3.8,23.6,33.2
Oregon,16.7,15.9,17.5,22.1,16.8,8.2,15.2,36.1,29,16.5,36.1,31.9,21.4,28.4,14.1,27.5,15.6,13.1,6.1,16.1,22.4,23,15.7,3.1,22.9,32.9
Pennsylvania,13.5,12.3,14.7,19.2,12.9,8.1,10.5,29,28.2,16.1,20.6,37.5,26.5,32.7,9.8,25.1,11.9,9.2,3.9,13.2,17.5,22.1,12.2,2,17,31.7
Rhode Island,14.2,12.9,15.4,20.1,13.4,9.3,11.2,28.3,42.5,15.9,23.6,32.5,23.8,33.7,9.5,24.4,13.2,9.7,3.9,13.5,19.1,22.7,13,2,16.8,33.9
South Carolina,18.3,16.6,19.9,26.9,17.1,10,13.2,29.7,29,13.1,24.8,32.8,25.6,31,12.4,31.4,16.4,11.3,4.3,18.2,21,24,17.4,3.7,24.1,34.1
South Dakota,14.2,13.1,15.3,18.5,13.3,10.7,10.1,31.9,48.4,20,23.6,18.8,27.1,25.6,9.8,26.5,11.9,9.6,4.5,13.9,22.7,21.5,13.2,3,22.4,36.2
Tennessee,17.8,16.4,19.2,25.8,16.6,10,14.9,29.1,23.1,12.8,28.7,36.3,27.8,34,14.2,30.2,15.9,11.1,4.2,17.5,24.5,25.4,16.5,3.4,23,34.5
Texas,17.7,16.1,19.2,25.3,15.5,11.2,16.1,24.1,22.4,11.8,17.7,26.7,18.7,26.1,9.3,29.4,15,10,4.2,16.5,23.5,22.8,17,4.5,22.9,31.4
Utah,12.8,11.9,13.6,14.9,12.7,6.4,11.1,25.4,32.4,19.1,24.2,29.4,18.7,26.4,9.7,24.1,11.3,8.8,4.6,11.8,22.9,17.6,12.3,3.2,19,24.6
Vermont,12,11,12.9,15.6,12,7.3,11.6,25.9,26.2,14.4,9.9,16,19.3,15.4,11.6,24.1,11.3,9.2,4.3,12,12.3,21.4,10.5,2.1,17.1,32
Virginia,11.5,10.3,12.7,15.2,11,7.6,9.2,20.1,13.9,8.3,11,17.2,13.7,15.8,8.6,22.6,11.6,7.9,3.2,11.5,11.7,19.2,10.7,2,17.1,26.4
Washington,13.5,12.5,14.6,18.1,13,8,11.7,25.5,28,12.4,18.6,30.3,17.9,26.7,10.5,26.1,13,10.1,4.3,12.8,18,20.9,12.6,2.2,18.3,28.6
West Virginia,18.1,16.6,19.6,25.4,18.1,9.4,17.3,32.4,34.4,21.4,25.6,26.8,32,24.2,17.3,29.7,14.7,12,4.6,18.1,22,24.9,16.5,3.3,23.5,34.7
Wisconsin,13.3,12.1,14.4,18.5,12.6,7.7,10.5,38.6,29.2,19.6,15.3,30,26.6,28.1,9.8,24.5,11,8.9,3.6,12.9,19.7,21,12.3,2.4,19.2,30.2
Wyoming,11.6,10.1,13.2,15.3,11.3,6.3,10.5,19.9,29.5,22.5,6.1,22,19.7,21.6,9.8,19.9,10.2,7.4,4.1,11.2,23.4,15.9,11.1,2.8,19.2,25.4
