State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Hawaii,1369085,684986,684099,302913,851073,215099,342687,25836,2780,522434,135741,13586,326021,134105,309275,83388,262477,306930,294559,1124150,244935,148845,1190689,461462,225531,196277
Idaho,1584410,790990,793420,422301,943512,218597,1454511,9314,19373,21302,1873,37998,40039,186402,1318390,105595,276860,368153,265736,1488021,96389,204874,1376668,458112,310744,219727
Illinois,12571110,6143511,6427599,2980437,7916608,1674065,9118539,1768093,27599,632447,3279,740539,280614,2090162,7870134,992265,2255702,2439971,2765378,10788895,1782215,1357004,11205988,4084361,2244217,1936637
Indiana,6367947,3123832,3244115,1554638,3936709,876600,5374106,574180,14252,115575,2228,148960,138646,411084,5138899,499831,1458785,1240293,1032528,6060406,307541,865585,5499541,2025169,1141076,946842
Iowa,2992774,1483689,1509085,713558,1823165,456051,2734132,90787,9308,60386,1808,38426,57927,163259,2620936,165904,642011,659663,542941,2851668,141106,349726,2641351,1060351,533322,308459
Kansas,2810222,1392549,1417673,712433,1712088,385701,2400983,158294,22628,73308,1561,61954,91494,315624,2170556,173794,489481,591627,576735,2614276,195946,348593,2447850,962174,488181,339312
Kentucky,4263217,2086640,2176577,993971,2658917,610329,3747911,324755,8563,54112,2125,39248,86503,138129,3661151,446856,967836,821384,655016,4115839,147378,729703,3524606,1284918,706244,777707
Louisiana,4494987,2172767,2322220,1099016,2804172,591799,2840459,1423292,26649,76608,1740,45545,80694,210626,2693482,475372,1000039,806230,680570,4315085,179902,674237,3809391,1406605,702646,816921
Maine,1293513,631373,662140,255921,810547,227045,1230241,13906,7474,13932,184,2972,24804,18428,1216649,76618,311429,277892,275059,1248161,45352,207009,1084941,408338,257103,176010
Maryland,5789228,2790759,2998469,1328487,3693571,767170,3342737,1697871,14940,352287,2487,207995,170911,523683,3075376,410991,1003254,1028949,1517196,4939192,850036,608880,5160744,2100933,964087,781475
Massachusetts,6471313,3136595,3334718,1378349,4145942,947022,5160090,457934,12778,381445,1539,271417,186110,683895,4818819,453608,1141323,1090449,1855056,5459246,1012067,756984,5710150,2177440,1275194,861930
Michigan,9678203,4732239,4945964,2208351,6025448,1444404,7674964,1328874,52190,261336,1892,106643,252304,455816,7371300,670781,1944793,2157409,1784072,9065982,612221,1375415,8299252,2779908,1855758,1661753
Minnesota,5295613,2628515,2667098,1261158,3311326,723129,4497101,287916,53217,236074,1857,80274,139174,263822,4334408,262970,924302,1174618,1220105,4884489,411124,558956,4734631,1843154,1072208,537351
Mississippi,2890915,1390672,1500243,724842,1764510,401563,1720081,1073533,12422,27911,389,22250,34329,78620,1670369,323784,570184,600226,398014,2827439,63476,476170,2407934,845166,419694,579615
Missouri,5863113,2860942,3002171,1370012,3625803,867298,4860469,663195,23611,102951,5828,65696,141363,225638,4719235,444708,1231819,1198707,1092306,5631465,231648,844666,5009390,1901625,1021739,858963
Montana,989932,496052,493880,219611,610792,159529,884813,4383,62730,6890,770,5320,25026,32388,863188,47602,203364,226446,202697,969630,20302,132400,854637,308380,201281,125062
Nebraska,1815585,902431,913154,456687,1106827,252071,1602959,83732,15625,36607,1134,35678,39850,181471,1468743,108659,325747,406109,354070,1695123,120462,200787,1610383,662865,318440,174407
Nevada,2759180,1380128,1379052,651690,1731107,376383,1906590,227453,30435,213624,17570,242684,120824,760705,1437740,274663,524426,631388,432070,2225852,533328,347381,2404006,848678,490752,464606
New Hampshire,1283292,633897,649395,267350,821941,194001,1205395,15760,2171,29983,210,6921,22852,40493,1175596,68089,260956,262407,320382,1209846,73446,157404,1124984,457136,247590,151696
New Jersey,8728868,4240263,4488605,2000432,5488843,1239593,5983084,1151806,17960,792965,2556,560967,219530,1662583,5007236,668009,1699390,1401728,2234006,6815248,1913620,906147,7816521,2899459,1495404,1329848
New Mexico,2043677,1004241,1039436,500851,1241419,301407,1498227,41067,186433,28105,1201,221892,66752,966710,804532,208260,354702,424155,358597,1845399,198278,298513,1738234,587632,335168,373688
New York,19164034,9266327,9897707,4182128,12257771,2724135,12388352,2960574,72673,1537953,6220,1655501,542761,3541633,10887519,1864252,3510078,3286320,4573225,14800107,4363927,2145697,17001824,6246764,3273009,3230775
North Carolina,9592619,4646411,4946208,2252771,5979921,1359927,6690853,2034604,113037,238654,5960,286947,222564,853155,6184804,901407,1718985,1999780,1859307,8845112,747507,1301770,8228875,3002190,1624028,1602214
North Dakota,696195,354032,342163,160045,439480,96670,618579,10892,36805,8643,267,5554,15455,19399,607275,35973,124754,169507,128735,674204,21991,73737,618712,265148,131389,59739
Ohio,11258461,5487763,5770698,2611137,6969193,1678131,9305682,1349739,20662,209345,2943,94168,275922,378848,9065284,806319,2608430,2225742,2028827,10794036,464425,1543604,9707383,3569053,2011537,1695015
Oklahoma,3734458,1834675,1899783,930169,2276046,528243,2740959,260877,271614,71899,4536,96359,288214,361389,2523990,312023,773145,768313,601305,3517695,216763,584486,3138283,1213205,572708,590144
Oregon,3862756,1903129,1959627,842861,2422861,597034,3294249,69345,44378,153306,14590,129981,156907,475620,2990158,271269,647512,932687,831549,3479032,383724,559700,3300707,1099253,817878,603677
Pennsylvania,12365782,6014560,6351222,2678554,7682701,2004527,10137380,1319503,22487,378347,4044,243952,260069,783216,9703137,901445,3122031,2106017,2508854,11585991,779791,1685632,10675467,4005181,2158142,1841723
Rhode Island,1013455,491073,522382,212038,646553,154864,823532,64949,4890,32163,312,59706,27903,140287,755422,95119,193175,192060,227885,876096,137359,131016,880571,328265,196611,147693
South Carolina,4636314,2233993,2402321,1065281,2861645,709388,3130847,1263707,14513,64930,2419,71195,88703,244200,2977389,442534,935641,949843,824479,4413521,222793,670409,3949576,1421259,746139,813158
South Dakota,814079,408229,405850,202937,492207,118935,694462,12254,68324,9869,308,7536,21326,26486,680017,46402,167425,176889,147878,789360,24719,99830,711904,297163,140455,76399
Tennessee,6339352,3075263,3264089,1468964,3948038,922350,4951084,1047890,17224,99693,3242,95086,125133,314094,4751951,609437,1415810,1193320,1086970,6028801,310551,975323,5348090,1980942,1046097,1087302
Texas,25923852,12760209,13163643,6974778,16065074,2884000,19462386,3014154,122619,1110053,21013,1557425,636202,10005754,11375835,2915855,4098111,4814215,4601329,21585969,4337883,3018049,22842440,8574822,4086587,4158545
Utah,2855909,1430911,1424998,885425,1691676,278808,2505691,30514,30792,63023,25737,127105,73047,382306,2273342,143819,382082,611799,519314,2615993,239916,267785,2584336,847975,561875,370644
Vermont,601732,295687,306045,120468,382405,98859,572309,6079,1901,8116,192,1831,11304,9602,565114,34468,129096,111631,156103,576173,25559,83898,517371,205137,124227,68601
Virginia,8008050,3903898,4104152,1838303,5094398,1075349,5545654,1513373,21449,484356,4928,178646,259644,690170,5099979,621714,1344811,1490025,2013454,7054444,953606,892637,7041092,2834643,1332994,1131521
Washington,6850693,3409322,3441371,1567388,4355181,928124,5337326,243229,89799,527754,43249,259710,349626,819130,4855754,441994,1078812,1599636,1545953,5922816,927877,865758,5949098,2155095,1318021,1060817
West Virginia,1797793,882544,915249,372473,1114777,310543,1689567,53448,2742,12983,561,3939,34553,22678,1672542,187456,518038,320048,247299,1771508,26285,352279,1444752,515341,269628,372164
Wisconsin,5589889,2766349,2823540,1285195,3485703,818991,4849617,340239,47592,139931,1179,94161,117170,355022,4618283,331033,1212052,1193913,1072784,5322062,267827,657008,4930530,1886918,1097480,651417
Wyoming,565647,287256,278391,135233,354718,75696,516116,5681,12007,5124,392,11514,14813,54188,478847,28484,110586,140974,98325,545539,20108,68467,495294,200841,108241,60088
