State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Pennsylvania,1609882,704007,904192,503894,942107,158862,1028339,370110,4774,51866,678,87044,58854,222014,931357,229523,348832,174557,83837,1481176,119103,356934,1245263,79352,365178,552627
Rhode Island,133470,59127,74715,40423,78847,14081,84426,16542,1329,5189,94,20130,5591,39647,69602,23854,22918,15452,8238,109750,23965,29633,103860,5584,30168,48228
South Carolina,789966,341724,446522,268761,454168,66000,375561,358934,4180,5696,418,23426,19097,69613,335544,142166,142444,91286,27778,743389,46459,147916,638727,45504,172565,259432
South Dakota,108600,49989,58608,35324,60809,12410,66518,3358,32582,974,21,943,4233,5128,63405,12639,18752,14988,5640,104205,3754,19458,88780,7790,31563,24528
Tennessee,1071603,471702,596486,359995,622684,88308,702376,291246,4264,11687,286,30973,28846,91966,643932,192703,206129,119997,38764,998832,68441,238256,828549,61770,241005,353437
Texas,4281638,1912673,2362800,1678240,2293161,290959,2868896,675264,27147,115089,3292,489392,94935,2426085,1004013,839063,553451,421378,164795,3311052,957852,649256,3623583,359053,901225,1196248
Utah,329187,152628,176515,119839,194034,16095,259773,7423,9464,10300,5878,25197,10403,86184,203767,33527,40063,47268,19719,279410,50585,40251,289570,23453,101205,80586
Vermont,69682,31614,37851,18049,44453,6839,63682,1469,458,1180,5,242,2139,1222,62975,8489,13660,9400,5873,66288,3134,17895,51360,4130,22365,20152
Virginia,862373,370180,490989,266116,518468,75930,472069,288072,3471,36615,586,29574,28026,94542,419380,149049,140924,101339,51770,757823,100300,160489,697482,53196,221522,269976
Washington,852223,390474,465513,266361,525768,64598,583492,55288,24443,55278,6424,80905,49542,196490,484583,112736,124204,142761,58129,700174,154371,164245,687575,43798,233923,275560
West Virginia,316495,141876,174240,91203,196536,28741,286574,16294,881,2278,55,850,9761,4592,284149,60705,73131,33709,9432,312385,4693,85923,230821,17333,65188,123036
Wisconsin,691941,309422,380429,225333,409750,57227,484472,124375,12643,21740,124,21072,26274,83091,430196,81966,124409,93203,31948,643690,46688,123714,566069,42971,207560,178947
Wyoming,60395,27002,33834,19426,36975,4289,51640,1092,3203,506,30,1601,2619,8252,46614,5293,10425,9986,3227,57404,3068,10473,50042,5582,19622,13408
