State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Hawaii,10.2,9.3,11.2,13.6,9.7,7.3,10.5,10.7,20.8,6.4,19.1,16.4,12.3,15.6,10.2,17.1,9.9,7.8,4.5,9.9,11.9,-,-,1.7,13.3,25.5
Idaho,14.3,12.9,15.7,17.9,14,7.6,13.5,24.2,26.6,19.7,14.6,26.5,23.8,27.9,12.1,22.5,12.2,9.4,4.8,13.7,23.2,-,-,3.5,20.6,26.9
Illinois,13.1,11.9,14.3,18.5,11.9,8.5,9.4,28.6,18.3,10.6,8.6,20,18.6,19.2,8.3,22.9,11.7,8.7,3.8,12.9,14.4,-,-,2.4,16,28.5
Indiana,14.1,12.7,15.5,19.9,13.1,7.6,11.8,29.4,17.8,19.2,25,28.9,24.9,27.4,11.3,23.8,10.8,8.7,3.4,13.7,22.5,-,-,2.4,18.9,29.7
Iowa,11.9,10.6,13.1,15.4,11.5,7.5,10.5,37.3,25.8,14.1,36.2,24.2,28.6,25.8,10,21.1,9.2,7.8,3,11.6,18.4,-,-,2.1,19.8,29.3
Kansas,12.6,11.5,13.8,16.8,11.9,7.8,10.9,26.1,25.4,13.9,12.3,25.7,22.2,24.6,9.8,23.6,11,8,3.3,12.1,20.6,-,-,2.7,19.4,28.2
Kentucky,18.1,16.4,19.6,25.1,16.6,12.2,16.5,32.1,25.3,13.1,21.5,32.6,32.8,31.5,16.3,31.4,14.3,10.8,3.7,18,21.9,-,-,3,21.9,34.9
Louisiana,18.4,15.8,20.8,26.3,16.3,12.7,11.5,32,26.3,16.1,25.6,20,25.8,19.9,11.2,29,14.7,10.5,4.3,18.4,17.9,-,-,4,22,34
Maine,12.8,11.5,14,17,12.3,9,12,45.6,33.1,12.3,27.4,36.6,25.3,28.7,11.9,25.5,12.4,8.6,3.9,12.6,16.9,-,-,1.8,16.6,32.1
Maryland,9,8,9.8,11.5,8.3,7.8,6.3,13.8,13.9,7.4,11,14.8,11.8,12.7,6,19.1,9.2,6,2.7,8.8,10.3,-,-,1.3,12.4,23.5
Massachusetts,10.7,9.5,11.9,13.5,10,9.3,8.3,21.1,23.9,13.8,20.7,31.9,20,29.9,7.2,23.8,10.4,7.7,3.7,10.1,14.2,-,-,1.1,12.9,29.6
Michigan,15.7,14.4,16.8,21.8,14.9,8.1,12.1,32.9,24.9,14,23.8,28.9,26.3,27.9,11.6,26.9,13.7,10.5,3.9,15.4,19.1,-,-,2.7,18.9,30.8
Minnesota,11,10.1,11.9,14,10.3,8.3,8.5,34.9,38.4,17.2,18.2,22.9,20.9,24.6,8,24.8,10.2,7.2,2.9,10.2,20.9,-,-,1.8,15.7,28.3
Mississippi,21.6,19.4,23.7,30.9,19.1,14.5,12.8,35.7,25.5,17.6,16.2,31.9,24.2,27.8,12.5,32.7,17.6,12.6,4.7,21.6,21.4,-,-,4.9,24.6,37.8
Missouri,14.3,13,15.6,20,13.3,8.9,12.1,27.7,22.3,15,17.1,26.3,24.5,25.1,11.7,25.3,12,9.2,3.8,14.1,19.4,-,-,2.7,19.5,30.8
Montana,14.6,13.6,15.6,19.4,14.2,8.7,12.7,34.3,36.3,18.9,20.8,24,24.1,24.8,12.5,24,12.7,10.4,4.9,14.5,19.2,-,-,3.4,20.2,31.7
Nebraska,12,10.7,13.4,16.1,11.2,8.1,10.1,32.2,38.1,14.2,50.8,23.3,23.7,24.3,9.2,21.7,10,8,3.1,11.4,22.5,-,-,2.7,19.4,28.7
Nevada,12.9,11.8,14.1,18.4,11.8,7.8,11.8,21.4,20.5,8.4,18.1,19.1,13.6,19.8,8.9,19.7,10.6,8.4,4.7,12.4,15.4,-,-,2.3,16.6,27.1
New Hampshire,8,7.1,8.8,9.9,7.6,6.6,7.5,23.5,15.8,9.4,6.6,23.6,13.1,17.4,7.4,16.5,8,6.1,2.5,7.8,11.2,-,-,1,11.3,22.2
New Jersey,9.4,8.3,10.4,13.1,8.3,7.7,6.8,18.3,16.8,6.8,13.3,20.8,14.5,18.1,5.3,19.6,9.2,6.3,2.9,9,10.9,-,-,1.6,10,22.8
New Mexico,19,17.8,20.1,27,17,12.4,16.4,22.5,31.4,12.7,22.4,24.3,20.5,24.1,10.7,31.7,16.3,11.8,5.2,17.9,28.6,-,-,4.8,22.4,34.2
New York,14.5,13.1,15.8,20.3,13,11.5,10.5,22.2,24.4,16.6,18.3,27.8,21.1,24.9,9.3,27,13.2,9.3,4.7,13.9,16.6,-,-,2.6,16.4,31.4
North Carolina,16.1,14.5,17.5,22.6,14.7,10.3,11.8,26.1,27.9,12.9,10,34.5,23.9,31.5,10.8,28.3,13.9,10,3.6,15.5,23,-,-,3.1,21.2,31.4
North Dakota,12.3,10.6,13.9,14.4,11.5,12.2,10,30.9,41.6,22.3,17.4,13.8,21.5,21.7,9.9,22,10.4,7.6,3.4,12,22.3,-,-,2.2,20.5,30.5
Ohio,14.8,13.4,16,21.2,13.7,8.1,11.8,32.3,27.9,12.1,14.9,30.3,28.8,28.6,11.5,25.9,11.9,9.9,3.7,14.6,17.5,-,-,2.4,18.9,31.8
Oklahoma,16.3,14.8,17.7,22.9,15,9.6,13.5,29.5,22.1,14.5,37,27.5,22.2,28.4,12.5,26.2,14.2,10.2,3.9,15.9,22.6,-,-,3.8,22.3,31.8
Oregon,14.8,13.8,15.7,19.6,14.5,8.1,13.4,30.6,28.7,14.8,31.4,27.7,19.4,26.5,12.4,24.3,13.5,10.8,5.3,14.1,20.7,-,-,2.8,19.7,30.1
Pennsylvania,12.6,11.3,13.9,17.7,11.8,8.4,9.8,28.3,23.2,14.8,24.2,36.2,26,31.6,9.2,23.1,10.7,8,3.4,12.5,15.8,-,-,1.9,15.6,30.1
Rhode Island,12.8,11.6,13.9,17.9,11.8,9.5,9.7,26.2,29.7,19,37.4,33.1,21.4,30,8.7,22.9,11.2,7.5,3.7,12,17.8,-,-,1.6,14.6,32.2
South Carolina,17,15.2,18.7,24.4,15.5,10.9,11.8,28.7,26,8.8,18.4,30.9,25,29.8,11,29.9,14.9,9.6,3.6,16.8,20.3,-,-,3.3,21.4,32.6
South Dakota,13.8,12.6,15,17.8,12.7,11.4,9.9,32.4,48.3,14.3,0,16.5,24.4,22.8,9.7,26.4,11,8.7,4.2,13.7,18,-,-,2.7,21.6,35.1
Tennessee,16.9,15.2,18.4,24,15.4,10.9,14,29,28.7,11.5,12.9,33.8,25,32.2,13.4,28.9,14.5,9.7,3.7,16.6,23.3,-,-,3.1,21.2,33.4
Texas,17,15.4,18.6,24.3,14.7,11.4,15.2,23.6,20.3,11.8,16.7,25.5,17.2,25.9,8.7,28.2,14,8.9,3.8,15.8,23.5,-,-,4.3,21.5,30.8
Utah,11.4,10.4,12.4,13,11.3,6.4,10.2,23.5,31.7,17.6,19.3,23.6,16.2,22.5,8.9,21.2,10.1,7.6,3.9,10.6,20.2,-,-,2.6,17.3,22.3
Vermont,11.3,10.3,12.2,13.9,11.3,7.5,10.8,30.7,25.3,18.1,8.6,19.5,20.5,18.2,10.8,22.2,10.2,8.4,4,11.2,13.3,-,-,1.9,16.5,30.6
Virginia,10.7,9.3,11.9,14.1,9.9,8.1,8.4,18.9,13.8,8.1,12.4,15.9,12.4,14.8,7.9,21.8,10.1,6.6,2.6,10.6,10.9,-,-,1.7,16,24.3
Washington,12.5,11.5,13.6,16.5,11.9,7.8,10.8,24.5,25.7,11.2,18.1,30,16,26.1,9.7,24.8,11.4,8.8,3.9,11.8,17.6,-,-,2,16.5,27.5
West Virginia,17.5,16.1,18.8,23.7,17.2,10.3,16.8,30.8,27.5,17.3,0,26.6,31,22.3,16.8,28.9,13.8,10.5,4,17.4,18.8,-,-,3.4,22,33.5
Wisconsin,12,10.8,13.1,16.4,11.2,7.8,9.6,36.3,28.2,17.2,15.1,23.2,24.3,23.8,9,22,9.6,7.5,3.2,11.7,17.5,-,-,2.3,17.3,28
Wyoming,10.1,8.9,11.5,13.4,9.7,6.3,9.4,25.6,22.3,11.9,16.5,14.6,17.1,16.4,9,18.5,8.7,6.5,3.2,9.9,17.9,-,-,2.5,16,23.3
