State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Idaho,1626557,811409,815148,428608,959477,238472,1480626,10553,20363,22267,2232,47577,42939,197335,1344799,101414,285291,379811,284341,1529505,97052,216667,1406676,486429,303862,217194
Illinois,12551822,6137594,6414228,2915860,7853023,1782939,9043190,1754135,29028,658612,4066,760043,302748,2126247,7787654,946186,2227132,2459337,2885208,10771415,1780407,1383380,11160172,4170253,2178625,1843298
Indiana,6412384,3145797,3266587,1544388,3935800,932196,5390096,585186,14372,130256,2511,142820,147143,430702,5130979,487192,1437670,1260152,1098264,6088379,324005,893331,5516364,2102997,1101236,908925
Iowa,3016358,1495241,1521117,714720,1824266,477372,2736646,99382,10329,68856,2823,38349,59973,172879,2613759,161154,633128,666841,568830,2864721,151637,353451,2661225,1088575,515520,300045
Kansas,2820265,1396997,1423268,707512,1705161,407592,2401298,157840,22110,78789,1747,64340,94141,326697,2162102,170436,478715,593228,606333,2620464,199801,358877,2447911,980756,470741,331871
Kentucky,4287887,2101003,2186884,990710,2647347,649830,3756503,331658,8797,58254,2159,38918,91598,146146,3661067,422598,962457,848292,688764,4130647,157240,746951,3532054,1324826,684427,750514
Louisiana,4531570,2191946,2339624,1096629,2799829,635112,2846561,1439816,26424,79667,1320,53326,84456,223825,2693082,457433,1014425,824006,718394,4342741,188829,677320,3843004,1418330,679371,824169
Maine,1294998,632122,662876,250784,801183,243031,1228199,15575,7852,13865,245,2766,26496,19290,1214806,72521,305799,281258,289637,1249048,45950,206776,1086564,417290,247288,167350
Maryland,5856088,2824347,3031741,1329523,3701403,825162,3323708,1728486,15761,367574,2612,233315,184632,563165,3043026,402957,1003258,1039458,1590746,4969357,886731,635692,5200417,2142593,953187,756206
Massachusetts,6552347,3178712,3373635,1361932,4178243,1012172,5184651,477476,13866,404383,2049,269397,200525,733885,4792146,442165,1134651,1092714,1968386,5483153,1069194,774296,5773570,2260879,1253238,831463
Michigan,9698121,4748812,4949309,2165237,5996213,1536671,7660964,1321029,49996,281622,2647,113205,268658,472362,7348791,635094,1922614,2187498,1878307,9055620,642501,1395599,8298879,2923464,1791333,1547599
Minnesota,5366210,2667912,2698298,1264384,3328253,773573,4501844,315319,53829,250763,1832,93938,148685,277052,4342360,256081,915662,1195795,1280033,4925447,440763,581968,4782160,1913042,1045777,511229
Mississippi,2890123,1389233,1500890,714968,1751300,423855,1708068,1079793,12767,27979,550,24199,36767,81576,1657748,307004,576229,611026,414672,2826216,63907,474787,2408785,864304,402460,564875
Missouri,5891760,2877754,3014006,1358059,3615469,918232,4867315,669594,24789,109605,5986,69130,145341,237243,4716269,419393,1231290,1215597,1148560,5654717,237043,861488,5020943,1963116,978387,830151
Montana,1004612,503507,501105,220883,612294,171435,896225,3984,63986,7140,529,5191,27557,35166,872406,47168,201672,229188,215508,983646,20966,137609,864319,318554,197213,120585
Nebraska,1839825,915555,924270,461658,1111545,266622,1619015,85003,15303,40697,1403,34466,43938,193358,1471138,107642,320355,409184,375442,1711992,127833,212250,1622899,682281,307786,171253
Nevada,2846365,1421379,1424986,659335,1771037,415993,1913348,244013,31475,231134,18583,276044,131768,803743,1439617,272814,548427,659072,464673,2288036,558329,369686,2469980,909889,483202,452067
New Hampshire,1289255,637634,651621,259101,819319,210835,1207724,16778,2038,31750,231,6569,24165,43003,1176009,64035,256552,267943,336482,1212796,76459,163856,1123997,467286,242323,143478
New Jersey,8783989,4269091,4514898,1975127,5494655,1314207,5983535,1158587,17660,830031,2794,566370,225012,1737472,4938421,644018,1680580,1412565,2339966,6820103,1963886,923413,7854310,2970453,1483418,1274173
New Mexico,2043896,1004197,1039699,491201,1229281,323414,1520764,39464,193553,29231,1299,192645,66940,983700,782706,199377,358031,432030,369848,1847921,195975,307488,1729168,590237,324881,369798
New York,19285448,9325683,9959765,4128130,12244374,2912944,12324296,2987117,74890,1619418,7571,1700682,571474,3644173,10793799,1834528,3509850,3318275,4798555,14854663,4430785,2218156,17051713,6373974,3242346,3106173
North Carolina,9783738,4733269,5050469,2256186,6053546,1474006,6776691,2077559,114751,262596,5886,305431,240824,894810,6248560,859223,1733385,2070305,2016498,9006738,777000,1338880,8383659,3166998,1591110,1551577
North Dakota,719722,368262,351460,167131,451416,101175,632287,16209,37948,9906,325,6211,16836,23533,617905,34937,128041,173812,139468,693782,25940,77364,637924,274020,132895,61455
Ohio,11289161,5508654,5780507,2581520,6932386,1775255,9267929,1366363,20908,229147,3351,100917,300546,402299,9014254,764954,2583934,2253597,2136450,10798173,490988,1573951,9707713,3674326,1963204,1600273
Oklahoma,3780828,1858682,1922146,937826,2287180,555822,2755337,266247,281603,77872,5294,102519,291956,383402,2522288,303516,779570,782593,629725,3556997,223831,603816,3166197,1233148,566243,589874
Oregon,3947954,1948541,1999413,846845,2456339,644770,3358550,72590,43674,162923,14678,118212,177327,498708,3027964,267657,644144,953982,899279,3554340,393614,578017,3367479,1181623,796206,576706
Pennsylvania,12377251,6029380,6347871,2642527,7633156,2101568,10085180,1335508,23577,402807,3531,242275,284373,841371,9605806,853488,3073202,2123072,2659677,11556306,820945,1718685,10654081,4099048,2084216,1763031
Rhode Island,1015923,493762,522161,207838,645056,163029,823518,65194,5219,33385,710,58477,29420,149894,743960,88343,199380,190842,238367,874799,141124,136668,877302,335440,191198,143800
South Carolina,4751345,2288162,2463183,1073238,2900150,777957,3211214,1282197,14611,69794,2775,72235,98519,257204,3044748,427601,957312,990644,893439,4519109,232236,703809,4030470,1504006,738664,779598
South Dakota,826297,415176,411121,206190,494540,125567,702213,13638,69787,11404,351,6385,22519,28350,685850,44707,165934,182429,155083,798803,27494,100784,723401,301571,137535,76819
Tennessee,6436601,3124446,3312155,1473273,3978685,984643,5021036,1065419,16986,108195,3620,87483,133862,333765,4792588,577340,1431120,1233654,1161525,6114021,322580,997883,5422038,2069271,1020837,1057447
Texas,26794198,13202465,13591733,7129893,16538937,3125368,20039873,3147848,126340,1222283,22763,1552338,682753,10478511,11492426,2898607,4242689,4984168,4986964,22231849,4562349,3109906,23625109,9016414,4119374,4188512
Utah,2946717,1477916,1468801,899855,1743835,303027,2561868,32252,31169,66018,26325,147672,81413,402071,2330778,140445,391279,628078,564899,2701787,244930,284365,2658659,903928,568740,365722
Vermont,600127,295296,304831,117200,376732,106195,568856,6883,2012,8842,201,1951,11382,10029,561491,32654,127469,112299,160297,573245,26882,86630,513108,208088,116041,67544
Virginia,8116130,3956535,4159595,1838741,5116003,1161386,5569513,1531025,21503,511014,5036,195566,282473,729278,5100551,598937,1340690,1520127,2124765,7114439,1001691,930109,7111428,2887593,1329402,1105338
Washington,7037413,3502836,3534577,1589742,4438788,1008883,5406760,251919,91418,570724,45057,288191,383344,865738,4916673,439130,1083361,1637464,1680812,6060365,977048,902536,6099379,2285946,1307821,1024213
West Virginia,1784004,876815,907189,367057,1089348,327599,1672618,57462,3112,13684,489,6446,30193,24518,1654358,174846,513675,324274,255828,1756461,27543,354634,1428280,510850,262180,358690
Wisconsin,5612611,2779960,2832651,1270239,3473786,868586,4834426,346462,47524,148224,1772,109209,124994,371053,4604848,309617,1195350,1211603,1129557,5336779,275832,670760,4939410,1950199,1055697,615941
Wyoming,569412,290236,279176,136101,351401,81910,520881,5618,12869,4867,423,9883,14871,55162,481018,27023,109355,142688,103586,549222,20190,73681,493669,199466,105660,60947
