State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Idaho,1552767,775190,777577,420622,931788,200357,1428754,8399,19160,19705,2173,36599,37977,176497,1301265,108901,272829,355224,250033,1460479,92288,193599,1356382,439602,323737,213568
Illinois,12547066,6131282,6415784,3044377,7909776,1592913,9125528,1774816,26793,597463,2813,762405,257248,2030273,7951585,1034678,2255990,2409847,2663450,10793258,1753808,1322354,11215397,4002813,2333485,1932015
Indiana,6317159,3096679,3220480,1566974,3919306,830879,5358765,563376,14386,102652,1784,146623,129573,390711,5140024,517687,1467422,1209384,981406,6016854,300305,829293,5484022,1957769,1190479,949976
Iowa,2963129,1466391,1496738,712247,1813277,437605,2717743,85056,8547,53361,1316,41522,55584,152684,2619948,173117,648597,646689,518474,2830791,132338,341282,2619665,1040503,554719,299115
Kansas,2784505,1377352,1407153,712542,1704479,367484,2385881,153961,22314,67665,1698,64396,88590,300744,2172443,178808,492988,584175,556290,2598143,186362,339252,2431442,950700,504453,327229
Kentucky,4230912,2069851,2161061,1000101,2656084,574727,3734883,318833,8302,50195,1894,40155,76650,131162,3655527,474066,964423,793350,625349,4090682,140230,714207,3505476,1260389,728464,778967
Louisiana,4438263,2146885,2291378,1100043,2781385,556835,2811581,1402880,27904,72045,2095,49221,72537,194767,2683825,487979,984830,781754,645744,4267931,170332,666112,3759415,1391231,730565,783785
Maine,1293306,631828,661478,263215,817656,212435,1232678,13585,6973,13845,241,3284,22700,16910,1221162,81217,314565,273624,262563,1249118,44188,204174,1087180,410337,265349,175215
Maryland,5693236,2742804,2950432,1328595,3649772,714869,3333986,1662096,17035,327891,2141,191881,158206,483794,3090560,424615,992644,1008416,1438718,4886024,807212,586806,5084121,2070903,978257,758369
Massachusetts,6375042,3087673,3287369,1390121,4090001,894920,5143454,433600,12497,351674,1681,258722,173414,634886,4835310,459026,1135464,1080210,1765163,5406814,968228,729842,5640523,2117527,1290479,852936
Michigan,9665127,4723090,4942037,2264279,6034479,1366369,7691432,1334167,53150,243782,1994,104664,235938,436325,7403475,704654,1963684,2127465,1703263,9071852,593275,1336595,8324154,2666632,1938731,1708444
Minnesota,5223936,2592259,2631677,1261293,3283978,678665,4477737,268328,54623,218113,2174,75293,127668,250619,4321376,270073,936155,1149276,1156305,4839057,384879,533423,4688027,1783251,1095167,549555
Mississippi,2880870,1384053,1496817,736502,1765167,379201,1722810,1063006,12675,26816,259,22025,33279,75532,1676527,336499,568259,582323,383168,2818597,62273,473483,2399093,839663,436212,572512
Missouri,5826484,2839631,2986853,1383754,3618843,823887,4850064,657767,21821,95205,5975,62607,133045,212600,4717936,469510,1230765,1177834,1040781,5598666,227818,821939,4993626,1873670,1059416,844975
Montana,974000,487830,486170,218579,607317,148104,872845,3700,61754,5987,605,5526,23583,29182,853619,51008,199354,223775,193505,954921,19079,128821,842217,300729,209391,122665
Nebraska,1787452,885986,901466,450817,1096342,240293,1579177,79668,15652,33081,1137,40642,38095,169453,1462020,108949,327873,398613,339668,1673449,114003,194794,1587976,644691,329896,170784
Nevada,2690659,1349473,1341186,651893,1697840,340926,1924430,216660,28628,200993,16497,197171,106280,724318,1439436,272912,514808,603217,404835,2172618,518041,308643,2373552,834366,488475,449825
New Hampshire,1278502,632008,646494,276058,823017,179427,1203503,14843,2483,28297,211,8535,20630,37212,1177188,71539,262850,260778,305375,1208646,69856,150304,1127234,451324,257260,150080
New Jersey,8657485,4203386,4454099,2025298,5450138,1182049,6007488,1146798,20064,746447,2494,520804,213390,1579127,5082560,683641,1704727,1387950,2144048,6805116,1852369,879001,7771276,2867141,1499221,1324415
New Mexico,2028611,996371,1032240,507353,1241250,280008,1484060,39514,185637,27508,1393,228277,62222,946047,815483,211842,349878,417063,346496,1830770,197841,285247,1736537,594494,341374,361609
New York,18975362,9163495,9811867,4224746,12155509,2595107,12459696,2930850,70845,1448280,7126,1565350,493215,3413914,10974949,1888559,3506864,3242982,4365222,14716621,4258741,2078183,16879181,6172769,3281760,3213857
North Carolina,9396989,4549857,4847132,2250686,5891651,1254652,6578356,1986858,108877,216272,5112,291526,209988,807712,6121475,928512,1698887,1936483,1740087,8676625,720364,1248381,8084749,2898687,1669829,1572392
North Dakota,665576,336609,328967,151525,420816,93235,597060,8571,35381,6961,310,4345,12948,15195,588475,38284,119003,162430,121842,647888,17688,71727,590089,250985,131238,55490
Ohio,11230706,5465995,5764711,2650819,6982652,1597235,9335508,1337669,19773,195555,2247,90261,249693,355321,9109117,844875,2629141,2188211,1937542,10781332,449374,1508087,9713072,3482759,2088790,1724245
Oklahoma,3671393,1802138,1869255,919367,2248967,503059,2710890,255874,259432,66003,4185,92886,282123,335307,2514848,318340,759810,754588,573774,3467686,203707,574806,3083345,1183345,593703,571210
Oregon,3793058,1868705,1924353,846148,2396890,550020,3238272,66763,45788,144801,14466,142002,140966,452322,2964892,273655,638830,917888,781840,3418463,374595,524008,3265978,1068066,831199,596312
Pennsylvania,12318805,5985332,6333473,2716032,7678005,1924768,10173264,1302470,19236,350682,3223,237861,232069,724444,9777763,935254,3146958,2069056,2387563,11578993,739812,1642560,10669084,3941035,2232969,1837885
Rhode Island,1010872,489068,521804,216366,646508,147998,824245,62620,4417,30423,306,63099,25762,131664,766567,100329,189891,188105,221507,876094,134778,127452,881144,324349,200511,148444
South Carolina,4537414,2186841,2350573,1063114,2825634,648666,3064738,1245431,14267,59148,1976,71430,80424,232347,2921019,459186,913976,910388,776497,4317984,219430,634774,3884691,1370292,768735,804635
South Dakota,796095,398635,397460,199470,483842,112783,684087,10829,67797,8274,216,6793,18099,23284,671511,48166,166292,171065,139815,773728,22367,95369,698340,287916,143401,74533
Tennessee,6242898,3027450,3215448,1468613,3914312,859973,4900820,1028295,16075,93423,3017,91220,110048,294121,4717603,640528,1392594,1167350,1019005,5951290,291608,949832,5277176,1918855,1082072,1080190
Texas,25032531,12323339,12709192,6840903,15539078,2652550,18669845,2895531,125057,1006513,20297,1740407,574881,9529883,11228051,2912842,3954077,4615523,4265960,20903027,4129504,2891343,22072560,8208432,4082444,3994163
Utah,2766509,1386378,1380131,867558,1641802,257149,2448569,29577,30547,57080,25616,110224,64896,360847,2219646,144077,374069,589715,485799,2538316,228193,249662,2512131,807651,560847,358112
Vermont,601245,295826,305419,123969,385483,91793,573551,5415,1762,7336,75,1635,11471,9054,567008,36039,131190,110939,149972,576656,24589,81558,519098,203569,129997,67983
Virginia,7854136,3821772,4032364,1829571,5027888,996677,5477811,1491461,23536,449879,5215,175056,231178,641992,5073482,649107,1330476,1448625,1902754,6949132,905004,859927,6914213,2790357,1324662,1118982
Washington,6686172,3322058,3364114,1556920,4277377,851875,5255167,234163,91042,491523,39722,259548,315007,767112,4817567,445456,1058567,1564271,1452634,5797604,888568,815700,5833517,2077860,1348326,1031502
West Virginia,1800278,882498,917780,375677,1128538,296063,1695374,50880,2689,12294,606,4159,34276,20717,1680495,200470,518439,316173,236181,1775885,24393,346903,1452205,520160,280607,370631
Wisconsin,5554566,2748353,2806213,1300691,3481654,772221,4849307,333928,46966,129258,1249,83413,110445,336476,4624076,348103,1230634,1163393,1021992,5293419,261147,629009,4922399,1845576,1140826,650062
Wyoming,556239,282858,273381,133772,352323,70144,506802,4677,12711,4620,164,12207,15058,51116,474778,27738,110528,140243,92536,538080,18159,66869,486970,198783,109950,57863
