State,Total Population,Male,Female,Under 18,18 to 64,65 and up,White,Black,Native American,Asian,Pacific Islander,Other,Two or More,Hispanic/Latino,"White alone, not Hispanic",< High School,High School,Some College,>= Bachelor,Native,Foreign born,Disability,No Disability,Full-Time,Part-Time,No Work
Iowa,3005808,1491189,1514619,714124,1824063,467621,2737334,95930,9479,64247,2363,38045,58410,167387,2618929,162155,638108,664700,555986,2859658,146150,353860,2650269,1072047,525888,305221
Kansas,2816191,1394100,1422091,710859,1708410,396922,2405857,157441,22529,75451,1667,61357,91889,319898,2169741,173213,484019,593314,590006,2619565,196626,351254,2451320,968507,480759,337310
Kentucky,4275202,2093852,2181350,991800,2653025,630377,3753385,328173,8479,55666,2471,38943,88085,141274,3663140,436221,964482,834948,670055,4124631,150571,741105,3525204,1303747,695815,764883
Louisiana,4514625,2182997,2331628,1097930,2803847,612848,2846481,1433527,25696,77434,1392,48039,82056,215937,2695853,466981,1007306,814706,699060,4331795,182830,678707,3824487,1410759,695089,819925
Maine,1294446,632649,661797,253173,806042,235231,1228940,15103,7695,13864,207,2938,25699,18649,1215768,74287,312399,279242,279392,1248189,46257,207035,1085832,410816,252782,173323
Maryland,5819563,2805388,3014175,1328964,3694480,796119,3336049,1712396,15441,356750,2521,215022,181384,540285,3061134,404898,1006393,1031628,1550717,4953329,866234,623537,5175804,2121327,954701,769166
Massachusetts,6506029,3154782,3351247,1369854,4157633,978542,5169386,467354,13517,391290,1846,268698,193938,705799,4808630,445624,1138880,1091640,1904156,5471488,1034541,766774,5735035,2215702,1263217,846326
Michigan,9683865,4739460,4944405,2185519,6009220,1489126,7667164,1322759,51105,269129,2257,109242,262209,462877,7359505,654151,1935750,2173511,1823510,9062196,621669,1388557,8291785,2849587,1824898,1603571
Minnesota,5327019,2646778,2680241,1261600,3316219,749200,4501718,299218,53093,241701,1834,86459,142996,268765,4340375,258539,917571,1186266,1248682,4907781,419238,570441,4754350,1879865,1056432,521397
Mississippi,2893091,1390023,1503068,721306,1758278,413507,1716592,1078350,12571,27704,450,23091,34333,79641,1665975,314189,575393,605266,407165,2830576,62515,476484,2410024,852585,413661,572554
Missouri,5876366,2869841,3006525,1364095,3620233,892038,4864105,668240,24429,104467,6113,66891,142121,230255,4718267,430793,1231824,1206854,1118675,5646053,230313,854432,5012622,1929099,999417,848253
Montana,998314,499979,498335,219932,612187,166195,891577,3867,64276,7177,783,5014,25620,33583,869093,47357,203344,229152,208255,978117,20197,135764,859700,312628,198830,124440
Nebraska,1827191,908283,918908,459033,1108704,259454,1611112,83799,15033,38259,1188,35914,41886,187018,1470399,108965,321879,406565,364962,1703498,123693,206834,1615761,671870,313195,172956
Nevada,2798543,1397860,1400683,654444,1747645,396454,1909836,234924,30924,221371,17933,256892,126663,780665,1437387,274095,536237,644947,444271,2254294,544249,362513,2429052,873766,490060,457088
New Hampshire,1285437,635574,649863,262440,820823,202174,1207154,15690,2011,30634,210,6728,23010,41482,1176179,65974,258508,265236,328408,1210679,74758,160138,1124021,462177,245426,146991
New Jersey,8739058,4246818,4492240,1986873,5479506,1272679,5973871,1157122,18080,806233,2622,559688,221442,1693172,4969010,654945,1682990,1404446,2282654,6810633,1928425,915060,7817643,2926382,1486148,1301839
New Mexico,2042014,1003524,1038490,495639,1233289,313086,1503905,39027,189511,28462,1225,213292,66592,975215,793203,203177,355558,428103,364782,1845812,196202,304749,1730278,587251,329403,372322
New York,19186062,9279118,9906944,4154193,12234280,2797589,12350725,2961512,73590,1566633,7212,1668190,558200,3582326,10829927,1838922,3488203,3307293,4668594,14802346,4383716,2174376,16995892,6295162,3257377,3167818
North Carolina,9685511,4684761,5000750,2254721,6012888,1417902,6732191,2056688,114277,248665,6227,293512,233951,867229,6220770,882995,1728120,2038402,1932478,8928182,757329,1325795,8298064,3073479,1607855,1583719
North Dakota,710355,363069,347286,164495,447115,98745,627863,13689,36846,8944,304,5442,17267,21730,614886,35376,127515,171836,133779,686791,23564,76898,629327,271235,131769,60831
Ohio,11267500,5497251,5770249,2593893,6946696,1726911,9283930,1361086,20468,217371,3145,95194,286306,388998,9036330,783772,2591803,2242251,2081388,10794550,472950,1563285,9696898,3617154,1989433,1646044
Oklahoma,3760050,1847876,1912174,934217,2282910,542923,2750331,264248,278265,74762,4786,99283,288375,370889,2525992,307378,777984,775970,615077,3540072,219978,592241,3156547,1225331,568635,589714
Oregon,3905386,1926264,1979122,844603,2436210,624573,3329515,70474,43564,156652,14457,121757,168967,484055,3014336,270703,645836,944159,862732,3519390,385996,575316,3327719,1135084,807793,591352
Pennsylvania,12369671,6024027,6345644,2658853,7657470,2053348,10110413,1327059,23778,387141,4198,244355,272727,810165,9659223,878904,3095807,2116039,2582434,11572450,797221,1707971,10657093,4045876,2123221,1806074
Rhode Island,1013916,492126,521790,209667,645354,158895,822275,65673,4921,32550,526,59789,28182,144780,750013,90308,196454,192100,233179,874472,139444,134452,877561,330456,193809,146964
South Carolina,4693266,2259629,2433637,1068614,2880426,744226,3172266,1271610,15000,66357,2539,71023,94471,248459,3013396,435039,942238,974189,860401,4468352,224914,689319,3987090,1463684,742611,794965
South Dakota,822334,412816,409518,205294,494475,122565,699483,13068,69989,11083,292,7167,21252,27792,684097,45603,166665,180075,151749,795902,26432,101478,718802,298799,140149,77207
Tennessee,6386751,3098854,3287897,1469745,3960899,956107,4986784,1057555,18137,103024,3159,88631,129461,321045,4773916,594100,1421618,1219848,1117100,6075901,310850,985741,5384619,2018672,1032389,1077225
Texas,26334005,12964883,13369122,7048643,16277325,3008037,19756685,3081576,124076,1160922,21661,1533580,655505,10218274,11444341,2904809,4159482,4902020,4778596,21900593,4433412,3072974,23199756,8778972,4101267,4166079
Utah,2901465,1454473,1446992,893095,1716903,291467,2534448,31396,30738,64434,25935,138580,75934,390955,2304753,141624,387181,621700,538604,2659923,241542,277995,2619807,875735,564151,368658
Vermont,601538,296051,305487,119047,379665,102826,571019,6424,1920,8433,200,2090,11452,9697,563944,34077,128612,111984,157306,575196,26342,85731,515411,206947,119699,68459
Virginia,8060892,3929415,4131477,1838212,5103987,1118693,5561852,1522283,20911,494027,5074,186105,270640,705132,5106148,613222,1340116,1507059,2065194,7087639,973253,910021,7076002,2858204,1333056,1118914
Washington,6939622,3451476,3488146,1577138,4389804,972680,5375909,247117,90658,543757,43880,272020,366281,837872,4892990,442757,1082665,1617976,1605800,5992075,947547,885675,6019380,2216711,1304114,1047089
West Virginia,1792808,881337,911471,370167,1103163,319478,1683000,55280,3135,13460,584,5094,32255,23864,1665180,182635,514148,322965,252236,1765736,27072,353732,1438255,514015,265773,365579
Wisconsin,5603274,2773867,2829407,1277614,3478975,846685,4843972,342045,48671,144353,1339,103014,119880,361812,4616207,320612,1205555,1203181,1099228,5331365,271909,667107,4933894,1915711,1077712,634933
Wyoming,568943,289427,279516,136420,354130,78393,520127,5928,12388,5145,351,10061,14943,54976,480970,28378,110621,141832,100225,548780,20163,71698,495434,199134,108154,61606
